UNIQUE_EVENT,SCIENTIFIC_NAME,n_JUV,n_AD,n_TOTAL
BCSI-201778-BR01,ONCORHYNCHUS GORBUSCHA,15,0,15
BCSI-201778-BR01,ONCORHYNCHUS KETA,7,0,7
BCSI-201778-BR01,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-BR01,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-BR01,ONCORHYNCHUS NERKA,1,0,1
BCSI-201778-BR01,ONCORHYNCHUS TSHAWYTSCHA,1,1,2
BCSI-201778-BR02,ONCORHYNCHUS GORBUSCHA,2,0,2
BCSI-201778-BR02,ONCORHYNCHUS KETA,30,0,30
BCSI-201778-BR02,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-BR02,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-BR02,ONCORHYNCHUS NERKA,40,0,40
BCSI-201778-BR02,ONCORHYNCHUS TSHAWYTSCHA,13,0,13
BCSI-201778-BR03,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-BR03,ONCORHYNCHUS KETA,2,0,2
BCSI-201778-BR03,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-BR03,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-BR03,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-BR03,ONCORHYNCHUS TSHAWYTSCHA,7,0,7
BCSI-201778-BR05,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-BR05,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-BR05,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-BR05,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-BR05,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-BR05,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201778-BR06,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-BR06,ONCORHYNCHUS KETA,7,0,7
BCSI-201778-BR06,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-BR06,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-BR06,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-BR06,ONCORHYNCHUS TSHAWYTSCHA,2,0,2
BCSI-201778-BR07,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-BR07,ONCORHYNCHUS KETA,19,0,19
BCSI-201778-BR07,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-BR07,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-BR07,ONCORHYNCHUS NERKA,3,0,3
BCSI-201778-BR07,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-BR08,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-BR08,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-BR08,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-BR08,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-BR08,ONCORHYNCHUS NERKA,3,0,3
BCSI-201778-BR08,ONCORHYNCHUS TSHAWYTSCHA,21,0,21
BCSI-201778-BR09,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-BR09,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-BR09,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-BR09,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-BR09,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-BR09,ONCORHYNCHUS TSHAWYTSCHA,1,1,2
BCSI-201778-BR10,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-BR10,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-BR10,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-BR10,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-BR10,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-BR10,ONCORHYNCHUS TSHAWYTSCHA,9,0,9
BCSI-201778-BR11,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-BR11,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-BR11,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-BR11,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-BR11,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-BR11,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201778-BR12,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-BR12,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-BR12,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-BR12,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-BR12,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-BR12,ONCORHYNCHUS TSHAWYTSCHA,9,0,9
BCSI-201778-BR14,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-BR14,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-BR14,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-BR14,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-BR14,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-BR14,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201778-FH01,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-FH01,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-FH01,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-FH01,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-FH01,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-FH01,ONCORHYNCHUS TSHAWYTSCHA,4,0,4
BCSI-201778-FH02,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-FH02,ONCORHYNCHUS KETA,2,0,2
BCSI-201778-FH02,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-FH02,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-FH02,ONCORHYNCHUS NERKA,10,0,10
BCSI-201778-FH02,ONCORHYNCHUS TSHAWYTSCHA,31,1,32
BCSI-201778-FH03,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-FH03,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-FH03,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-FH03,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-FH03,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-FH03,ONCORHYNCHUS TSHAWYTSCHA,6,0,6
BCSI-201778-FH04,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-FH04,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-FH04,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-FH04,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-FH04,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-FH04,ONCORHYNCHUS TSHAWYTSCHA,4,0,4
BCSI-201778-FH05,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-FH05,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-FH05,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-FH05,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-FH05,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-FH05,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201778-FH06,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-FH06,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-FH06,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-FH06,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-FH06,ONCORHYNCHUS NERKA,3,0,3
BCSI-201778-FH06,ONCORHYNCHUS TSHAWYTSCHA,12,0,12
BCSI-201778-FH09,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-FH09,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-FH09,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-FH09,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-FH09,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-FH09,ONCORHYNCHUS TSHAWYTSCHA,6,0,6
BCSI-201778-FH10,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-FH10,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-FH10,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-FH10,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-FH10,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-FH10,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201778-FH11,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-FH11,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-FH11,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-FH11,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-FH11,ONCORHYNCHUS NERKA,1,0,1
BCSI-201778-FH11,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-FH13,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-FH13,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-FH13,ONCORHYNCHUS KISUTCH,2,0,2
BCSI-201778-FH13,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-FH13,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-FH13,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-FH14,ONCORHYNCHUS GORBUSCHA,3,0,3
BCSI-201778-FH14,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-FH14,ONCORHYNCHUS KISUTCH,2,0,2
BCSI-201778-FH14,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-FH14,ONCORHYNCHUS NERKA,82,0,82
BCSI-201778-FH14,ONCORHYNCHUS TSHAWYTSCHA,3,1,4
BCSI-201778-HP01,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-HP01,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-HP01,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-HP01,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-HP01,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-HP01,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201778-HP02,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-HP02,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-HP02,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-HP02,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-HP02,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-HP02,ONCORHYNCHUS TSHAWYTSCHA,6,0,6
BCSI-201778-JS02,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-JS02,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-JS02,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-JS02,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-JS02,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-JS02,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201778-JS04,ONCORHYNCHUS GORBUSCHA,3,0,3
BCSI-201778-JS04,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-JS04,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-JS04,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-JS04,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-JS04,ONCORHYNCHUS TSHAWYTSCHA,9,0,9
BCSI-201778-JS06,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-JS06,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-JS06,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-JS06,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-JS06,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-JS06,ONCORHYNCHUS TSHAWYTSCHA,3,0,3
BCSI-201778-QCSD03,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-QCSD03,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-QCSD03,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCSD03,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCSD03,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCSD03,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201778-QCSD07,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-QCSD07,ONCORHYNCHUS KETA,60,0,60
BCSI-201778-QCSD07,ONCORHYNCHUS KISUTCH,1,0,1
BCSI-201778-QCSD07,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCSD07,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCSD07,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-QCSD08,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-QCSD08,ONCORHYNCHUS KETA,3,0,3
BCSI-201778-QCSD08,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCSD08,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCSD08,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCSD08,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-QCSD09,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-QCSD09,ONCORHYNCHUS KETA,2,0,2
BCSI-201778-QCSD09,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCSD09,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCSD09,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCSD09,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-QCSD11,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-QCSD11,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-QCSD11,ONCORHYNCHUS KISUTCH,1,0,1
BCSI-201778-QCSD11,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCSD11,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCSD11,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-QCSD12,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-QCSD12,ONCORHYNCHUS KETA,206,0,206
BCSI-201778-QCSD12,ONCORHYNCHUS KISUTCH,1,0,1
BCSI-201778-QCSD12,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCSD12,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCSD12,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-QCSD15,ONCORHYNCHUS GORBUSCHA,5,0,5
BCSI-201778-QCSD15,ONCORHYNCHUS KETA,311,0,311
BCSI-201778-QCSD15,ONCORHYNCHUS KISUTCH,2,0,2
BCSI-201778-QCSD15,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCSD15,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCSD15,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-QCSD16,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-QCSD16,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-QCSD16,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCSD16,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCSD16,ONCORHYNCHUS NERKA,1,0,1
BCSI-201778-QCSD16,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-QCSD17,ONCORHYNCHUS GORBUSCHA,3,0,3
BCSI-201778-QCSD17,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-QCSD17,ONCORHYNCHUS KISUTCH,5,0,5
BCSI-201778-QCSD17,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCSD17,ONCORHYNCHUS NERKA,1,0,1
BCSI-201778-QCSD17,ONCORHYNCHUS TSHAWYTSCHA,5,1,6
BCSI-201778-QCSD18,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-QCSD18,ONCORHYNCHUS KETA,1,0,1
BCSI-201778-QCSD18,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCSD18,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCSD18,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCSD18,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-QCSD19,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-QCSD19,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-QCSD19,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCSD19,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCSD19,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCSD19,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201778-QCSD20,ONCORHYNCHUS GORBUSCHA,11,0,11
BCSI-201778-QCSD20,ONCORHYNCHUS KETA,66,0,66
BCSI-201778-QCSD20,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCSD20,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCSD20,ONCORHYNCHUS NERKA,1,0,1
BCSI-201778-QCSD20,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-QCSD21,ONCORHYNCHUS GORBUSCHA,106,0,106
BCSI-201778-QCSD21,ONCORHYNCHUS KETA,45,0,45
BCSI-201778-QCSD21,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCSD21,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCSD21,ONCORHYNCHUS NERKA,3,0,3
BCSI-201778-QCSD21,ONCORHYNCHUS TSHAWYTSCHA,3,0,3
BCSI-201778-QCST01,ONCORHYNCHUS GORBUSCHA,24,0,24
BCSI-201778-QCST01,ONCORHYNCHUS KETA,60,0,60
BCSI-201778-QCST01,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCST01,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCST01,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCST01,ONCORHYNCHUS TSHAWYTSCHA,2,0,2
BCSI-201778-QCST02,ONCORHYNCHUS GORBUSCHA,77,0,77
BCSI-201778-QCST02,ONCORHYNCHUS KETA,67,0,67
BCSI-201778-QCST02,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCST02,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCST02,ONCORHYNCHUS NERKA,4,0,4
BCSI-201778-QCST02,ONCORHYNCHUS TSHAWYTSCHA,2,0,2
BCSI-201778-QCST05,ONCORHYNCHUS GORBUSCHA,6,0,6
BCSI-201778-QCST05,ONCORHYNCHUS KETA,8,0,8
BCSI-201778-QCST05,ONCORHYNCHUS KISUTCH,2,0,2
BCSI-201778-QCST05,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCST05,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCST05,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-QCST06,ONCORHYNCHUS GORBUSCHA,76,0,76
BCSI-201778-QCST06,ONCORHYNCHUS KETA,98,0,98
BCSI-201778-QCST06,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCST06,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCST06,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCST06,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-QCST07,ONCORHYNCHUS GORBUSCHA,1,0,1
BCSI-201778-QCST07,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-QCST07,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCST07,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCST07,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCST07,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201778-QCST08,ONCORHYNCHUS GORBUSCHA,1,0,1
BCSI-201778-QCST08,ONCORHYNCHUS KETA,1,0,1
BCSI-201778-QCST08,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCST08,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCST08,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCST08,ONCORHYNCHUS TSHAWYTSCHA,3,0,3
BCSI-201778-QCST09,ONCORHYNCHUS GORBUSCHA,49,0,49
BCSI-201778-QCST09,ONCORHYNCHUS KETA,135,0,135
BCSI-201778-QCST09,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCST09,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCST09,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCST09,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201778-QCST10,ONCORHYNCHUS GORBUSCHA,12,0,12
BCSI-201778-QCST10,ONCORHYNCHUS KETA,55,0,55
BCSI-201778-QCST10,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCST10,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCST10,ONCORHYNCHUS NERKA,1,0,1
BCSI-201778-QCST10,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201778-QCST11,ONCORHYNCHUS GORBUSCHA,6,0,6
BCSI-201778-QCST11,ONCORHYNCHUS KETA,123,0,123
BCSI-201778-QCST11,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-QCST11,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-QCST11,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-QCST11,ONCORHYNCHUS TSHAWYTSCHA,3,0,3
BCSI-201778-RI01,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-RI01,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-RI01,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-RI01,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-RI01,ONCORHYNCHUS NERKA,20,0,20
BCSI-201778-RI01,ONCORHYNCHUS TSHAWYTSCHA,7,0,7
BCSI-201778-RI02,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-RI02,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-RI02,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-RI02,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-RI02,ONCORHYNCHUS NERKA,1,0,1
BCSI-201778-RI02,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201778-RI04,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-RI04,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-RI04,ONCORHYNCHUS KISUTCH,1,0,1
BCSI-201778-RI04,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-RI04,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-RI04,ONCORHYNCHUS TSHAWYTSCHA,2,0,2
BCSI-201778-RI06,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-RI06,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-RI06,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-RI06,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-RI06,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-RI06,ONCORHYNCHUS TSHAWYTSCHA,2,0,2
BCSI-201778-SS01,ONCORHYNCHUS GORBUSCHA,24,0,24
BCSI-201778-SS01,ONCORHYNCHUS KETA,420,0,420
BCSI-201778-SS01,ONCORHYNCHUS KISUTCH,2,0,2
BCSI-201778-SS01,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-SS01,ONCORHYNCHUS NERKA,1,0,1
BCSI-201778-SS01,ONCORHYNCHUS TSHAWYTSCHA,2,0,2
BCSI-201778-SS02,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-SS02,ONCORHYNCHUS KETA,2,0,2
BCSI-201778-SS02,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-SS02,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-SS02,ONCORHYNCHUS NERKA,1,0,1
BCSI-201778-SS02,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201778-SS03,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201778-SS03,ONCORHYNCHUS KETA,0,0,0
BCSI-201778-SS03,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201778-SS03,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201778-SS03,ONCORHYNCHUS NERKA,0,0,0
BCSI-201778-SS03,ONCORHYNCHUS TSHAWYTSCHA,11,2,13
BCSI-201893-JS01,ONCORHYNCHUS GORBUSCHA,16,0,16
BCSI-201893-JS01,ONCORHYNCHUS KETA,42,0,42
BCSI-201893-JS01,ONCORHYNCHUS KISUTCH,1,0,1
BCSI-201893-JS01,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201893-JS01,ONCORHYNCHUS NERKA,9,0,9
BCSI-201893-JS01,ONCORHYNCHUS TSHAWYTSCHA,4,0,4
BCSI-201893-JS02,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201893-JS02,ONCORHYNCHUS KETA,0,0,0
BCSI-201893-JS02,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201893-JS02,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201893-JS02,ONCORHYNCHUS NERKA,0,0,0
BCSI-201893-JS02,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201893-JS04,ONCORHYNCHUS GORBUSCHA,68,0,68
BCSI-201893-JS04,ONCORHYNCHUS KETA,124,0,124
BCSI-201893-JS04,ONCORHYNCHUS KISUTCH,1,0,1
BCSI-201893-JS04,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201893-JS04,ONCORHYNCHUS NERKA,67,0,67
BCSI-201893-JS04,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
BCSI-201893-JS05,ONCORHYNCHUS GORBUSCHA,3,0,3
BCSI-201893-JS05,ONCORHYNCHUS KETA,11,0,11
BCSI-201893-JS05,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201893-JS05,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201893-JS05,ONCORHYNCHUS NERKA,6,0,6
BCSI-201893-JS05,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
BCSI-201893-JS06,ONCORHYNCHUS GORBUSCHA,10,0,10
BCSI-201893-JS06,ONCORHYNCHUS KETA,31,0,31
BCSI-201893-JS06,ONCORHYNCHUS KISUTCH,9,0,9
BCSI-201893-JS06,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201893-JS06,ONCORHYNCHUS NERKA,3,0,3
BCSI-201893-JS06,ONCORHYNCHUS TSHAWYTSCHA,7,1,8
BCSI-201893-QCSD01,ONCORHYNCHUS GORBUSCHA,0,0,0
BCSI-201893-QCSD01,ONCORHYNCHUS KETA,0,1,1
BCSI-201893-QCSD01,ONCORHYNCHUS KISUTCH,0,0,0
BCSI-201893-QCSD01,ONCORHYNCHUS MYKISS,0,0,0
BCSI-201893-QCSD01,ONCORHYNCHUS NERKA,2,0,2
BCSI-201893-QCSD01,ONCORHYNCHUS TSHAWYTSCHA,16,1,17
BCSI-201893-QCSD02,ONCORHYNCHUS GORBUSCHA,0,0,0
