UNIQUE_EVENT,SCIENTIFIC_NAME,n_JUV,n_AD,n_TOTAL
HS200136-VI13,ONCORHYNCHUS TSHAWYTSCHA,3,0,3
HS200136-VI14,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200136-VI14,ONCORHYNCHUS KETA,0,1,1
HS200136-VI14,ONCORHYNCHUS KISUTCH,0,0,0
HS200136-VI14,ONCORHYNCHUS MYKISS,0,0,0
HS200136-VI14,ONCORHYNCHUS NERKA,0,0,0
HS200136-VI14,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
HS200136-VI16,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200136-VI16,ONCORHYNCHUS KETA,0,0,0
HS200136-VI16,ONCORHYNCHUS KISUTCH,2,0,2
HS200136-VI16,ONCORHYNCHUS MYKISS,0,0,0
HS200136-VI16,ONCORHYNCHUS NERKA,0,0,0
HS200136-VI16,ONCORHYNCHUS TSHAWYTSCHA,5,1,6
HS200136-VI17,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200136-VI17,ONCORHYNCHUS KETA,1,0,1
HS200136-VI17,ONCORHYNCHUS KISUTCH,5,0,5
HS200136-VI17,ONCORHYNCHUS MYKISS,0,0,0
HS200136-VI17,ONCORHYNCHUS NERKA,0,0,0
HS200136-VI17,ONCORHYNCHUS TSHAWYTSCHA,12,0,12
HS200136-VI18,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200136-VI18,ONCORHYNCHUS KETA,5,0,5
HS200136-VI18,ONCORHYNCHUS KISUTCH,4,0,4
HS200136-VI18,ONCORHYNCHUS MYKISS,0,0,0
HS200136-VI18,ONCORHYNCHUS NERKA,0,0,0
HS200136-VI18,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
HS200136-VI19,ONCORHYNCHUS GORBUSCHA,11,0,11
HS200136-VI19,ONCORHYNCHUS KETA,0,0,0
HS200136-VI19,ONCORHYNCHUS KISUTCH,9,0,9
HS200136-VI19,ONCORHYNCHUS MYKISS,0,0,0
HS200136-VI19,ONCORHYNCHUS NERKA,0,0,0
HS200136-VI19,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200136-VI20,ONCORHYNCHUS GORBUSCHA,19,0,19
HS200136-VI20,ONCORHYNCHUS KETA,1,2,3
HS200136-VI20,ONCORHYNCHUS KISUTCH,9,0,9
HS200136-VI20,ONCORHYNCHUS MYKISS,0,0,0
HS200136-VI20,ONCORHYNCHUS NERKA,0,0,0
HS200136-VI20,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200136-VI21,ONCORHYNCHUS GORBUSCHA,18,0,18
HS200136-VI21,ONCORHYNCHUS KETA,1,0,1
HS200136-VI21,ONCORHYNCHUS KISUTCH,4,0,4
HS200136-VI21,ONCORHYNCHUS MYKISS,0,0,0
HS200136-VI21,ONCORHYNCHUS NERKA,0,0,0
HS200136-VI21,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200136-VI22,ONCORHYNCHUS GORBUSCHA,30,0,30
HS200136-VI22,ONCORHYNCHUS KETA,0,0,0
HS200136-VI22,ONCORHYNCHUS KISUTCH,1,0,1
HS200136-VI22,ONCORHYNCHUS MYKISS,0,0,0
HS200136-VI22,ONCORHYNCHUS NERKA,0,0,0
HS200136-VI22,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200205-DE01,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-DE01,ONCORHYNCHUS KETA,0,0,0
HS200205-DE01,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-DE01,ONCORHYNCHUS MYKISS,0,0,0
HS200205-DE01,ONCORHYNCHUS NERKA,0,0,0
HS200205-DE01,ONCORHYNCHUS TSHAWYTSCHA,0,3,3
HS200205-EP01,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-EP01,ONCORHYNCHUS KETA,0,0,0
HS200205-EP01,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-EP01,ONCORHYNCHUS MYKISS,0,0,0
HS200205-EP01,ONCORHYNCHUS NERKA,0,0,0
HS200205-EP01,ONCORHYNCHUS TSHAWYTSCHA,0,14,14
HS200205-EP02,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-EP02,ONCORHYNCHUS KETA,0,0,0
HS200205-EP02,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-EP02,ONCORHYNCHUS MYKISS,0,0,0
HS200205-EP02,ONCORHYNCHUS NERKA,0,0,0
HS200205-EP02,ONCORHYNCHUS TSHAWYTSCHA,0,3,3
HS200205-EP03,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-EP03,ONCORHYNCHUS KETA,0,0,0
HS200205-EP03,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-EP03,ONCORHYNCHUS MYKISS,0,0,0
HS200205-EP03,ONCORHYNCHUS NERKA,0,0,0
HS200205-EP03,ONCORHYNCHUS TSHAWYTSCHA,0,1,1
HS200205-EP06,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-EP06,ONCORHYNCHUS KETA,0,0,0
HS200205-EP06,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-EP06,ONCORHYNCHUS MYKISS,0,0,0
HS200205-EP06,ONCORHYNCHUS NERKA,0,0,0
HS200205-EP06,ONCORHYNCHUS TSHAWYTSCHA,0,13,13
HS200205-EP08,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-EP08,ONCORHYNCHUS KETA,0,0,0
HS200205-EP08,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-EP08,ONCORHYNCHUS MYKISS,0,0,0
HS200205-EP08,ONCORHYNCHUS NERKA,0,0,0
HS200205-EP08,ONCORHYNCHUS TSHAWYTSCHA,0,2,2
HS200205-ISEA01,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-ISEA01,ONCORHYNCHUS KETA,0,0,0
HS200205-ISEA01,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-ISEA01,ONCORHYNCHUS MYKISS,0,0,0
HS200205-ISEA01,ONCORHYNCHUS NERKA,0,0,0
HS200205-ISEA01,ONCORHYNCHUS TSHAWYTSCHA,0,5,5
HS200205-ISEA06,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-ISEA06,ONCORHYNCHUS KETA,0,1,1
HS200205-ISEA06,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-ISEA06,ONCORHYNCHUS MYKISS,0,0,0
HS200205-ISEA06,ONCORHYNCHUS NERKA,0,0,0
HS200205-ISEA06,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200205-ISEA08,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-ISEA08,ONCORHYNCHUS KETA,0,0,0
HS200205-ISEA08,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-ISEA08,ONCORHYNCHUS MYKISS,0,0,0
HS200205-ISEA08,ONCORHYNCHUS NERKA,0,0,0
HS200205-ISEA08,ONCORHYNCHUS TSHAWYTSCHA,0,1,1
HS200205-ISEA09,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-ISEA09,ONCORHYNCHUS KETA,0,0,0
HS200205-ISEA09,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-ISEA09,ONCORHYNCHUS MYKISS,0,0,0
HS200205-ISEA09,ONCORHYNCHUS NERKA,0,0,0
HS200205-ISEA09,ONCORHYNCHUS TSHAWYTSCHA,0,13,13
HS200205-ISEA10,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-ISEA10,ONCORHYNCHUS KETA,0,0,0
HS200205-ISEA10,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-ISEA10,ONCORHYNCHUS MYKISS,0,0,0
HS200205-ISEA10,ONCORHYNCHUS NERKA,0,0,0
HS200205-ISEA10,ONCORHYNCHUS TSHAWYTSCHA,0,2,2
HS200205-ISEA11,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-ISEA11,ONCORHYNCHUS KETA,0,0,0
HS200205-ISEA11,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-ISEA11,ONCORHYNCHUS MYKISS,0,0,0
HS200205-ISEA11,ONCORHYNCHUS NERKA,0,0,0
HS200205-ISEA11,ONCORHYNCHUS TSHAWYTSCHA,0,3,3
HS200205-ISEA13,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-ISEA13,ONCORHYNCHUS KETA,0,0,0
HS200205-ISEA13,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-ISEA13,ONCORHYNCHUS MYKISS,0,0,0
HS200205-ISEA13,ONCORHYNCHUS NERKA,0,0,0
HS200205-ISEA13,ONCORHYNCHUS TSHAWYTSCHA,0,3,3
HS200205-ISEA14,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-ISEA14,ONCORHYNCHUS KETA,0,0,0
HS200205-ISEA14,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-ISEA14,ONCORHYNCHUS MYKISS,0,0,0
HS200205-ISEA14,ONCORHYNCHUS NERKA,0,0,0
HS200205-ISEA14,ONCORHYNCHUS TSHAWYTSCHA,0,39,39
HS200205-ISEA15,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-ISEA15,ONCORHYNCHUS KETA,0,0,0
HS200205-ISEA15,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-ISEA15,ONCORHYNCHUS MYKISS,0,0,0
HS200205-ISEA15,ONCORHYNCHUS NERKA,0,0,0
HS200205-ISEA15,ONCORHYNCHUS TSHAWYTSCHA,0,1,1
HS200205-IVI02,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-IVI02,ONCORHYNCHUS KETA,0,0,0
HS200205-IVI02,ONCORHYNCHUS KISUTCH,0,5,5
HS200205-IVI02,ONCORHYNCHUS MYKISS,0,0,0
HS200205-IVI02,ONCORHYNCHUS NERKA,0,0,0
HS200205-IVI02,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200205-IVI04,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-IVI04,ONCORHYNCHUS KETA,0,0,0
HS200205-IVI04,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-IVI04,ONCORHYNCHUS MYKISS,0,0,0
HS200205-IVI04,ONCORHYNCHUS NERKA,0,0,0
HS200205-IVI04,ONCORHYNCHUS TSHAWYTSCHA,0,21,21
HS200205-IVI05,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-IVI05,ONCORHYNCHUS KETA,0,0,0
HS200205-IVI05,ONCORHYNCHUS KISUTCH,0,2,2
HS200205-IVI05,ONCORHYNCHUS MYKISS,0,0,0
HS200205-IVI05,ONCORHYNCHUS NERKA,0,0,0
HS200205-IVI05,ONCORHYNCHUS TSHAWYTSCHA,0,1,1
HS200205-IVI07,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-IVI07,ONCORHYNCHUS KETA,0,0,0
HS200205-IVI07,ONCORHYNCHUS KISUTCH,0,3,3
HS200205-IVI07,ONCORHYNCHUS MYKISS,0,0,0
HS200205-IVI07,ONCORHYNCHUS NERKA,0,0,0
HS200205-IVI07,ONCORHYNCHUS TSHAWYTSCHA,0,33,33
HS200205-IVI08,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-IVI08,ONCORHYNCHUS KETA,0,0,0
HS200205-IVI08,ONCORHYNCHUS KISUTCH,0,1,1
HS200205-IVI08,ONCORHYNCHUS MYKISS,0,0,0
HS200205-IVI08,ONCORHYNCHUS NERKA,0,0,0
HS200205-IVI08,ONCORHYNCHUS TSHAWYTSCHA,0,5,5
HS200205-IVI09,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-IVI09,ONCORHYNCHUS KETA,0,0,0
HS200205-IVI09,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-IVI09,ONCORHYNCHUS MYKISS,0,0,0
HS200205-IVI09,ONCORHYNCHUS NERKA,0,0,0
HS200205-IVI09,ONCORHYNCHUS TSHAWYTSCHA,0,12,12
HS200205-JF01,ONCORHYNCHUS GORBUSCHA,1,0,1
HS200205-JF01,ONCORHYNCHUS KETA,3,0,3
HS200205-JF01,ONCORHYNCHUS KISUTCH,29,0,29
HS200205-JF01,ONCORHYNCHUS MYKISS,0,0,0
HS200205-JF01,ONCORHYNCHUS NERKA,0,0,0
HS200205-JF01,ONCORHYNCHUS TSHAWYTSCHA,4,0,4
HS200205-JF02,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-JF02,ONCORHYNCHUS KETA,1,0,1
HS200205-JF02,ONCORHYNCHUS KISUTCH,67,0,67
HS200205-JF02,ONCORHYNCHUS MYKISS,0,0,0
HS200205-JF02,ONCORHYNCHUS NERKA,0,0,0
HS200205-JF02,ONCORHYNCHUS TSHAWYTSCHA,3,0,3
HS200205-JS02,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-JS02,ONCORHYNCHUS KETA,0,0,0
HS200205-JS02,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-JS02,ONCORHYNCHUS MYKISS,0,0,0
HS200205-JS02,ONCORHYNCHUS NERKA,0,0,0
HS200205-JS02,ONCORHYNCHUS TSHAWYTSCHA,0,1,1
HS200205-JS03,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-JS03,ONCORHYNCHUS KETA,0,0,0
HS200205-JS03,ONCORHYNCHUS KISUTCH,0,1,1
HS200205-JS03,ONCORHYNCHUS MYKISS,0,0,0
HS200205-JS03,ONCORHYNCHUS NERKA,0,0,0
HS200205-JS03,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200205-JS04,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-JS04,ONCORHYNCHUS KETA,0,0,0
HS200205-JS04,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-JS04,ONCORHYNCHUS MYKISS,0,0,0
HS200205-JS04,ONCORHYNCHUS NERKA,0,0,0
HS200205-JS04,ONCORHYNCHUS TSHAWYTSCHA,0,1,1
HS200205-JS05,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-JS05,ONCORHYNCHUS KETA,0,0,0
HS200205-JS05,ONCORHYNCHUS KISUTCH,0,2,2
HS200205-JS05,ONCORHYNCHUS MYKISS,0,0,0
HS200205-JS05,ONCORHYNCHUS NERKA,0,0,0
HS200205-JS05,ONCORHYNCHUS TSHAWYTSCHA,0,1,1
HS200205-T10,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-T10,ONCORHYNCHUS KETA,0,0,0
HS200205-T10,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-T10,ONCORHYNCHUS MYKISS,0,0,0
HS200205-T10,ONCORHYNCHUS NERKA,0,0,0
HS200205-T10,ONCORHYNCHUS TSHAWYTSCHA,0,3,3
HS200205-VI01,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-VI01,ONCORHYNCHUS KETA,0,0,0
HS200205-VI01,ONCORHYNCHUS KISUTCH,20,0,20
HS200205-VI01,ONCORHYNCHUS MYKISS,0,0,0
HS200205-VI01,ONCORHYNCHUS NERKA,0,0,0
HS200205-VI01,ONCORHYNCHUS TSHAWYTSCHA,3,1,4
HS200205-VI02,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-VI02,ONCORHYNCHUS KETA,0,0,0
HS200205-VI02,ONCORHYNCHUS KISUTCH,16,0,16
HS200205-VI02,ONCORHYNCHUS MYKISS,0,0,0
HS200205-VI02,ONCORHYNCHUS NERKA,0,0,0
HS200205-VI02,ONCORHYNCHUS TSHAWYTSCHA,8,0,8
HS200205-VI03,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-VI03,ONCORHYNCHUS KETA,0,1,1
HS200205-VI03,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-VI03,ONCORHYNCHUS MYKISS,0,0,0
HS200205-VI03,ONCORHYNCHUS NERKA,0,2,2
HS200205-VI03,ONCORHYNCHUS TSHAWYTSCHA,0,74,74
HS200205-VI05,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-VI05,ONCORHYNCHUS KETA,0,0,0
HS200205-VI05,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-VI05,ONCORHYNCHUS MYKISS,0,0,0
HS200205-VI05,ONCORHYNCHUS NERKA,0,0,0
HS200205-VI05,ONCORHYNCHUS TSHAWYTSCHA,0,3,3
HS200205-VI06,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200205-VI06,ONCORHYNCHUS KETA,0,0,0
HS200205-VI06,ONCORHYNCHUS KISUTCH,0,0,0
HS200205-VI06,ONCORHYNCHUS MYKISS,0,0,0
HS200205-VI06,ONCORHYNCHUS NERKA,0,0,0
HS200205-VI06,ONCORHYNCHUS TSHAWYTSCHA,0,2,2
HS200215-D05,ONCORHYNCHUS GORBUSCHA,0,102,102
HS200215-D05,ONCORHYNCHUS KETA,0,0,0
HS200215-D05,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-D05,ONCORHYNCHUS MYKISS,0,0,0
HS200215-D05,ONCORHYNCHUS NERKA,0,0,0
HS200215-D05,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-D06,ONCORHYNCHUS GORBUSCHA,0,3,3
HS200215-D06,ONCORHYNCHUS KETA,0,0,0
HS200215-D06,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-D06,ONCORHYNCHUS MYKISS,0,0,0
HS200215-D06,ONCORHYNCHUS NERKA,0,0,0
HS200215-D06,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-D07,ONCORHYNCHUS GORBUSCHA,0,19,19
HS200215-D07,ONCORHYNCHUS KETA,0,0,0
HS200215-D07,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-D07,ONCORHYNCHUS MYKISS,0,0,0
HS200215-D07,ONCORHYNCHUS NERKA,0,0,0
HS200215-D07,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-D08,ONCORHYNCHUS GORBUSCHA,0,3,3
HS200215-D08,ONCORHYNCHUS KETA,0,0,0
HS200215-D08,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-D08,ONCORHYNCHUS MYKISS,0,0,0
HS200215-D08,ONCORHYNCHUS NERKA,0,0,0
HS200215-D08,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-D09,ONCORHYNCHUS GORBUSCHA,0,15,15
HS200215-D09,ONCORHYNCHUS KETA,0,0,0
HS200215-D09,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-D09,ONCORHYNCHUS MYKISS,0,0,0
HS200215-D09,ONCORHYNCHUS NERKA,0,0,0
HS200215-D09,ONCORHYNCHUS TSHAWYTSCHA,0,1,1
HS200215-D10,ONCORHYNCHUS GORBUSCHA,0,4,4
HS200215-D10,ONCORHYNCHUS KETA,0,2,2
HS200215-D10,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-D10,ONCORHYNCHUS MYKISS,0,0,0
HS200215-D10,ONCORHYNCHUS NERKA,0,0,0
HS200215-D10,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-D11,ONCORHYNCHUS GORBUSCHA,0,23,23
HS200215-D11,ONCORHYNCHUS KETA,0,0,0
HS200215-D11,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-D11,ONCORHYNCHUS MYKISS,0,0,0
HS200215-D11,ONCORHYNCHUS NERKA,0,0,0
HS200215-D11,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-DE01,ONCORHYNCHUS GORBUSCHA,0,1,1
HS200215-DE01,ONCORHYNCHUS KETA,0,0,0
HS200215-DE01,ONCORHYNCHUS KISUTCH,0,5,5
HS200215-DE01,ONCORHYNCHUS MYKISS,0,0,0
HS200215-DE01,ONCORHYNCHUS NERKA,0,0,0
HS200215-DE01,ONCORHYNCHUS TSHAWYTSCHA,0,4,4
HS200215-DE02,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200215-DE02,ONCORHYNCHUS KETA,0,0,0
HS200215-DE02,ONCORHYNCHUS KISUTCH,0,1,1
HS200215-DE02,ONCORHYNCHUS MYKISS,0,0,0
HS200215-DE02,ONCORHYNCHUS NERKA,0,0,0
HS200215-DE02,ONCORHYNCHUS TSHAWYTSCHA,2,1,3
HS200215-DE04,ONCORHYNCHUS GORBUSCHA,0,8,8
HS200215-DE04,ONCORHYNCHUS KETA,0,0,0
HS200215-DE04,ONCORHYNCHUS KISUTCH,1,0,1
HS200215-DE04,ONCORHYNCHUS MYKISS,0,0,0
HS200215-DE04,ONCORHYNCHUS NERKA,0,0,0
HS200215-DE04,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-DE05,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200215-DE05,ONCORHYNCHUS KETA,0,0,0
HS200215-DE05,ONCORHYNCHUS KISUTCH,1,0,1
HS200215-DE05,ONCORHYNCHUS MYKISS,0,0,0
HS200215-DE05,ONCORHYNCHUS NERKA,0,0,0
HS200215-DE05,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-DE06,ONCORHYNCHUS GORBUSCHA,0,9,9
HS200215-DE06,ONCORHYNCHUS KETA,0,0,0
HS200215-DE06,ONCORHYNCHUS KISUTCH,0,1,1
HS200215-DE06,ONCORHYNCHUS MYKISS,0,0,0
HS200215-DE06,ONCORHYNCHUS NERKA,0,0,0
HS200215-DE06,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-DE07,ONCORHYNCHUS GORBUSCHA,0,22,22
HS200215-DE07,ONCORHYNCHUS KETA,0,0,0
HS200215-DE07,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-DE07,ONCORHYNCHUS MYKISS,0,0,0
HS200215-DE07,ONCORHYNCHUS NERKA,0,0,0
HS200215-DE07,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-EP01,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200215-EP01,ONCORHYNCHUS KETA,2,1,3
HS200215-EP01,ONCORHYNCHUS KISUTCH,0,2,2
HS200215-EP01,ONCORHYNCHUS MYKISS,0,0,0
HS200215-EP01,ONCORHYNCHUS NERKA,0,0,0
HS200215-EP01,ONCORHYNCHUS TSHAWYTSCHA,11,5,16
HS200215-EP02,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200215-EP02,ONCORHYNCHUS KETA,0,2,2
HS200215-EP02,ONCORHYNCHUS KISUTCH,1,0,1
HS200215-EP02,ONCORHYNCHUS MYKISS,0,0,0
HS200215-EP02,ONCORHYNCHUS NERKA,0,0,0
HS200215-EP02,ONCORHYNCHUS TSHAWYTSCHA,4,0,4
HS200215-EP03,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200215-EP03,ONCORHYNCHUS KETA,0,0,0
HS200215-EP03,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-EP03,ONCORHYNCHUS MYKISS,0,0,0
HS200215-EP03,ONCORHYNCHUS NERKA,0,0,0
HS200215-EP03,ONCORHYNCHUS TSHAWYTSCHA,3,0,3
HS200215-EP04,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200215-EP04,ONCORHYNCHUS KETA,0,22,22
HS200215-EP04,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-EP04,ONCORHYNCHUS MYKISS,0,0,0
HS200215-EP04,ONCORHYNCHUS NERKA,0,0,0
HS200215-EP04,ONCORHYNCHUS TSHAWYTSCHA,9,1,10
HS200215-EP06,ONCORHYNCHUS GORBUSCHA,0,3,3
HS200215-EP06,ONCORHYNCHUS KETA,0,10,10
HS200215-EP06,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-EP06,ONCORHYNCHUS MYKISS,0,0,0
HS200215-EP06,ONCORHYNCHUS NERKA,0,0,0
HS200215-EP06,ONCORHYNCHUS TSHAWYTSCHA,0,1,1
HS200215-EP09,ONCORHYNCHUS GORBUSCHA,0,7,7
HS200215-EP09,ONCORHYNCHUS KETA,0,0,0
HS200215-EP09,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-EP09,ONCORHYNCHUS MYKISS,0,0,0
HS200215-EP09,ONCORHYNCHUS NERKA,0,0,0
HS200215-EP09,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-H01,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200215-H01,ONCORHYNCHUS KETA,0,0,0
HS200215-H01,ONCORHYNCHUS KISUTCH,1,0,1
HS200215-H01,ONCORHYNCHUS MYKISS,0,0,0
HS200215-H01,ONCORHYNCHUS NERKA,0,0,0
HS200215-H01,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-H02,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200215-H02,ONCORHYNCHUS KETA,0,0,0
HS200215-H02,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-H02,ONCORHYNCHUS MYKISS,0,0,0
HS200215-H02,ONCORHYNCHUS NERKA,0,0,0
HS200215-H02,ONCORHYNCHUS TSHAWYTSCHA,1,0,1
HS200215-H03,ONCORHYNCHUS GORBUSCHA,0,4,4
HS200215-H03,ONCORHYNCHUS KETA,0,0,0
HS200215-H03,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-H03,ONCORHYNCHUS MYKISS,0,0,0
HS200215-H03,ONCORHYNCHUS NERKA,0,0,0
HS200215-H03,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-IBC01,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200215-IBC01,ONCORHYNCHUS KETA,0,0,0
HS200215-IBC01,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-IBC01,ONCORHYNCHUS MYKISS,0,0,0
HS200215-IBC01,ONCORHYNCHUS NERKA,0,0,0
HS200215-IBC01,ONCORHYNCHUS TSHAWYTSCHA,1,1,2
HS200215-IBC02,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200215-IBC02,ONCORHYNCHUS KETA,0,0,0
HS200215-IBC02,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-IBC02,ONCORHYNCHUS MYKISS,0,0,0
HS200215-IBC02,ONCORHYNCHUS NERKA,0,0,0
HS200215-IBC02,ONCORHYNCHUS TSHAWYTSCHA,0,1,1
HS200215-IBC04,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200215-IBC04,ONCORHYNCHUS KETA,0,0,0
HS200215-IBC04,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-IBC04,ONCORHYNCHUS MYKISS,0,0,0
HS200215-IBC04,ONCORHYNCHUS NERKA,0,0,0
HS200215-IBC04,ONCORHYNCHUS TSHAWYTSCHA,0,1,1
HS200215-IBC05,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200215-IBC05,ONCORHYNCHUS KETA,0,0,0
HS200215-IBC05,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-IBC05,ONCORHYNCHUS MYKISS,0,0,0
HS200215-IBC05,ONCORHYNCHUS NERKA,1,0,1
HS200215-IBC05,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-IBC06,ONCORHYNCHUS GORBUSCHA,391,0,391
HS200215-IBC06,ONCORHYNCHUS KETA,40,0,40
HS200215-IBC06,ONCORHYNCHUS KISUTCH,0,0,0
HS200215-IBC06,ONCORHYNCHUS MYKISS,0,0,0
HS200215-IBC06,ONCORHYNCHUS NERKA,1,0,1
HS200215-IBC06,ONCORHYNCHUS TSHAWYTSCHA,0,0,0
HS200215-JF01,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200215-JF01,ONCORHYNCHUS KETA,0,0,0
HS200215-JF01,ONCORHYNCHUS KISUTCH,2,1,3
HS200215-JF01,ONCORHYNCHUS MYKISS,0,0,0
HS200215-JF01,ONCORHYNCHUS NERKA,2,0,2
HS200215-JF01,ONCORHYNCHUS TSHAWYTSCHA,0,9,9
HS200215-JF02,ONCORHYNCHUS GORBUSCHA,0,0,0
HS200215-JF02,ONCORHYNCHUS KETA,0,0,0
