UNIQUE_EVENT,n_JUV,n_AD,n_TOTAL,Species
HS200517-EP07,0,0,0,PINK
HS200517-FI01,14,2,16,PINK
HS200517-FI02,29,2,31,PINK
HS200517-FI03,0,1,1,PINK
HS200517-FI04,1,0,1,PINK
HS200517-FI05,0,0,0,PINK
HS200517-FI06,0,7,7,PINK
HS200517-FI07,3,5,8,PINK
HS200517-H01,267,0,267,PINK
HS200517-H02,294,0,294,PINK
HS200517-H03,1074,0,1074,PINK
HS200517-H04,239,0,239,PINK
HS200517-H05,535,0,535,PINK
HS200517-H06,52,0,52,PINK
HS200517-T01,26,0,26,PINK
HS200517-T02,0,0,0,PINK
HS200517-VI01,0,7,7,PINK
HS200517-VI02,0,3,3,PINK
HS200517-VI03,0,3,3,PINK
HS200517-VI04,0,0,0,PINK
HS200517-VI05,0,5,5,PINK
HS200517-VI06,0,0,0,PINK
HS200517-VI07,0,0,0,PINK
HS200517-VI08,0,0,0,PINK
HS200517-VI09,0,1,1,PINK
HS200517-VI10,0,0,0,PINK
HS200517-VI11,0,1,1,PINK
HS200528-DE01,240,0,240,PINK
HS200528-DE02,0,0,0,PINK
HS200528-DE03,0,0,0,PINK
HS200528-DE04,0,0,0,PINK
HS200528-DE05,3,0,3,PINK
HS200528-DE06,0,0,0,PINK
HS200528-EP01,0,0,0,PINK
HS200528-EP02,0,0,0,PINK
HS200528-EP03,0,0,0,PINK
HS200528-EP04,0,0,0,PINK
HS200528-EP05,0,0,0,PINK
HS200528-EP06,0,0,0,PINK
HS200528-EP07,0,0,0,PINK
HS200528-FI01,14,0,14,PINK
HS200528-FI02,5,0,5,PINK
HS200528-FI03,2,0,2,PINK
HS200528-FI04,9,0,9,PINK
HS200528-H02,0,0,0,PINK
HS200528-H03,0,0,0,PINK
HS200528-H04,0,0,0,PINK
HS200528-H05,0,0,0,PINK
HS200528-H06,38,0,38,PINK
HS200528-IBC01,1,0,1,PINK
HS200528-IBC02,22,0,22,PINK
HS200528-IBC03,14,0,14,PINK
HS200528-IBC04,8,0,8,PINK
HS200528-IBC05,0,0,0,PINK
HS200528-IBC06,0,0,0,PINK
HS200528-IBC07,0,0,0,PINK
HS200528-IBC08,0,0,0,PINK
HS200528-IBC09,0,0,0,PINK
HS200528-IBC10,0,0,0,PINK
HS200528-IBC11,20,0,20,PINK
HS200528-IBC12,5,0,5,PINK
HS200528-IBC13,0,0,0,PINK
HS200528-IBC14,1,0,1,PINK
HS200528-IBC15,2,0,2,PINK
HS200528-IBC16,54,0,54,PINK
HS200528-IBC17,3,0,3,PINK
HS200528-IBC18,3,0,3,PINK
HS200528-IBC19,19,0,19,PINK
HS200528-IBC20,1,0,1,PINK
HS200528-IBC21,20,0,20,PINK
HS200528-IBC22,30,0,30,PINK
HS200528-IBC23,15,0,15,PINK
HS200528-IBC24,29,0,29,PINK
HS200528-IBC25,5,0,5,PINK
HS200528-IBC26,0,0,0,PINK
HS200528-IBC27,0,0,0,PINK
HS200528-IBC28,0,0,0,PINK
HS200528-IBC29,0,0,0,PINK
HS200528-IBC30,0,0,0,PINK
HS200528-IBC31,0,0,0,PINK
HS200528-IBC32,19,0,19,PINK
HS200528-IBC33,25,0,25,PINK
HS200528-IBC34,8,0,8,PINK
HS200528-IBC35,30,0,30,PINK
HS200528-IBC36,0,0,0,PINK
HS200528-ISEA01,4,0,4,PINK
HS200528-ISEA02,2,0,2,PINK
HS200528-ISEA03,19,0,19,PINK
HS200528-ISEA04,19,0,19,PINK
HS200528-ISEA05,8,0,8,PINK
HS200528-ISEA06,0,0,0,PINK
HS200528-ISEA07,0,0,0,PINK
HS200528-ISEA08,0,0,0,PINK
HS200528-ISEA09,1,0,1,PINK
HS200528-ISEA10,0,0,0,PINK
HS200528-ISEA11,0,0,0,PINK
HS200528-ISEA12,0,0,0,PINK
HS200528-ISEA13,0,0,0,PINK
HS200528-ISEA14,14,0,14,PINK
HS200528-ISEA15,0,0,0,PINK
HS200528-ISEA16,0,0,0,PINK
HS200528-ISEA17,22,0,22,PINK
HS200528-ISEA18,2,0,2,PINK
HS200528-ISEA19,36,0,36,PINK
HS200528-ISEA20,23,0,23,PINK
HS200528-ISEA21,4,0,4,PINK
HS200528-ISEA22,10,0,10,PINK
HS200528-ISEA23,1,0,1,PINK
HS200528-ISEA24,0,0,0,PINK
HS200528-ISEA25,0,0,0,PINK
HS200528-ISEA26,0,0,0,PINK
HS200528-ISEA27,0,0,0,PINK
HS200528-ISEA28,13,0,13,PINK
HS200528-IVI01,0,0,0,PINK
HS200528-IVI02,0,0,0,PINK
HS200528-IVI03,0,0,0,PINK
HS200528-IVI04,0,0,0,PINK
HS200528-IVI05,0,0,0,PINK
HS200528-IVI06,0,0,0,PINK
HS200528-IVI07,0,0,0,PINK
HS200528-IVI08,0,0,0,PINK
HS200528-IVI09,0,0,0,PINK
HS200528-IVI10,0,0,0,PINK
HS200528-IVI11,0,0,0,PINK
HS200528-IVI12,0,0,0,PINK
HS200528-IVI13,0,0,0,PINK
HS200528-IVI14,0,0,0,PINK
HS200528-IVI15,0,0,0,PINK
HS200528-IVI16,0,0,0,PINK
HS200528-IVI17,0,0,0,PINK
HS200528-IVI18,0,0,0,PINK
HS200528-IVI19,0,0,0,PINK
HS200528-IVI20,0,0,0,PINK
HS200528-IVI21,0,0,0,PINK
HS200528-IVI22,0,0,0,PINK
HS200528-IVI23,0,0,0,PINK
HS200528-IVI24,0,0,0,PINK
HS200528-IVI25,0,0,0,PINK
HS200528-IVI26,0,0,0,PINK
HS200528-IVI27,0,0,0,PINK
HS200528-IVI28,0,0,0,PINK
HS200528-IVI29,0,0,0,PINK
HS200528-IVI30,0,0,0,PINK
HS200528-IVI31,0,0,0,PINK
HS200528-IVI32,0,0,0,PINK
HS200528-IVI33,0,0,0,PINK
HS200528-IVI34,0,0,0,PINK
HS200528-IVI35,0,0,0,PINK
HS200528-T01,5,0,5,PINK
HS200528-T02,1,0,1,PINK
HS200528-T03,0,0,0,PINK
HS200528-T04,3,0,3,PINK
HS200528-T05,1,0,1,PINK
HS200528-T06,0,0,0,PINK
HS200528-VI01,0,0,0,PINK
HS200528-VI02,0,0,0,PINK
HS200528-VI03,0,0,0,PINK
HS200609-DE01,0,0,0,PINK
HS200609-DE02,0,0,0,PINK
HS200609-DE03,0,0,0,PINK
HS200609-DE04,0,0,0,PINK
HS200609-DE05,0,0,0,PINK
HS200609-DE06,0,7,7,PINK
HS200609-EP01,0,0,0,PINK
HS200609-EP02,0,0,0,PINK
HS200609-EP03,0,0,0,PINK
HS200609-EP04,0,0,0,PINK
HS200609-EP05,0,0,0,PINK
HS200609-EP06,0,0,0,PINK
HS200609-FI01,0,0,0,PINK
HS200609-FI02,0,0,0,PINK
HS200609-FI03,0,0,0,PINK
HS200609-FI04,0,0,0,PINK
HS200609-FI05,0,0,0,PINK
HS200609-FI06,0,0,0,PINK
HS200609-H01,0,0,0,PINK
HS200609-H02,0,0,0,PINK
HS200609-H03,0,0,0,PINK
HS200609-H04,0,5,5,PINK
HS200609-H05,0,0,0,PINK
HS200609-H06,0,0,0,PINK
HS200609-H07,0,0,0,PINK
HS200609-H08,0,0,0,PINK
HS200609-HS01,0,18,18,PINK
HS200609-HS02,0,0,0,PINK
HS200609-HS03,0,0,0,PINK
HS200609-HS04,0,0,0,PINK
HS200609-HS05,0,0,0,PINK
HS200609-HS06,0,0,0,PINK
HS200609-HS07,0,0,0,PINK
HS200609-HS08,0,0,0,PINK
HS200609-HS09,0,0,0,PINK
HS200609-HSS1,0,0,0,PINK
HS200609-HSS2,0,0,0,PINK
HS200609-IBC01,0,0,0,PINK
HS200609-IBC02,0,0,0,PINK
HS200609-IBC03,0,0,0,PINK
HS200609-IBC04,0,0,0,PINK
HS200609-IBC05,0,0,0,PINK
HS200609-IBC06,0,0,0,PINK
HS200609-IBC07,0,0,0,PINK
HS200609-IBC08,0,0,0,PINK
HS200609-IBC09,0,0,0,PINK
HS200609-IBC10,0,0,0,PINK
HS200609-IBC11,0,0,0,PINK
HS200609-IBC12,0,0,0,PINK
HS200609-IBC13,0,0,0,PINK
HS200609-IBC14,0,0,0,PINK
HS200609-ISEA01,0,0,0,PINK
HS200609-ISEA02,0,0,0,PINK
HS200609-ISEA03,0,0,0,PINK
HS200609-ISEA04,0,0,0,PINK
HS200609-ISEA05,0,0,0,PINK
HS200609-ISEA06,0,0,0,PINK
HS200609-ISEA07,0,0,0,PINK
HS200609-ISEA08,0,0,0,PINK
HS200609-ISEA09,0,0,0,PINK
HS200609-ISEA10,0,0,0,PINK
HS200609-ISEA11,0,0,0,PINK
HS200609-ISEA12,0,0,0,PINK
HS200609-ISEA13,0,0,0,PINK
HS200609-ISEA14,0,0,0,PINK
HS200609-ISEA15,0,0,0,PINK
HS200609-ISEA16,0,0,0,PINK
HS200609-ISEA17,0,0,0,PINK
HS200609-ISEA18,0,0,0,PINK
HS200609-ISEA19,0,0,0,PINK
HS200609-ISEA20,0,0,0,PINK
HS200609-ISEA21,0,0,0,PINK
HS200609-ISEA22,0,0,0,PINK
HS200609-ISEA23,0,0,0,PINK
HS200609-ISEA24,0,0,0,PINK
HS200609-ISEA25,0,0,0,PINK
HS200609-ISEA26,0,0,0,PINK
HS200609-ISEA27,0,0,0,PINK
HS200609-ISEA28,0,0,0,PINK
HS200609-ISEA29,0,0,0,PINK
HS200609-IVI01,0,0,0,PINK
HS200609-IVI02,0,0,0,PINK
HS200609-IVI03,0,0,0,PINK
HS200609-IVI04,0,0,0,PINK
HS200609-IVI05,0,0,0,PINK
HS200609-IVI06,0,0,0,PINK
HS200609-IVI07,0,0,0,PINK
HS200609-IVI08,0,0,0,PINK
HS200609-IVI09,0,0,0,PINK
HS200609-IVI10,0,0,0,PINK
HS200609-IVI11,0,0,0,PINK
HS200609-IVI12,0,0,0,PINK
HS200609-IVI13,0,0,0,PINK
HS200609-IVI14,0,0,0,PINK
HS200609-IVI15,0,0,0,PINK
HS200609-IVI16,0,0,0,PINK
HS200609-IVI17,0,0,0,PINK
HS200609-IVI18,0,0,0,PINK
HS200609-IVI19,0,0,0,PINK
HS200609-IVI20,0,0,0,PINK
HS200609-IVI21,0,0,0,PINK
HS200609-IVI22,0,0,0,PINK
HS200609-IVI23,0,0,0,PINK
HS200609-IVI24,0,0,0,PINK
HS200609-IVI25,0,0,0,PINK
HS200609-IVI26,0,0,0,PINK
HS200609-IVI27,0,0,0,PINK
HS200609-IVI28,0,0,0,PINK
HS200609-IVI29,0,0,0,PINK
HS200609-IVI30,0,0,0,PINK
HS200609-IVI31,0,0,0,PINK
HS200609-IVI32,0,0,0,PINK
HS200609-VI01,0,0,0,PINK
HS200609-VI02,0,0,0,PINK
HS200609-VI03,0,0,0,PINK
HS200609-VI04,0,0,0,PINK
HS200609-VI05,0,0,0,PINK
HS200609-VI06,0,0,0,PINK
HS200609-VI07,0,0,0,PINK
HS200609-VI08,0,0,0,PINK
HS200609-VI09,0,0,0,PINK
HS200609-VI10,0,0,0,PINK
HS200609-VI11,0,0,0,PINK
HS200609-VI12,0,0,0,PINK
HS200609-VI13,0,0,0,PINK
HS200609-VI14,0,0,0,PINK
HS200609-VI15,0,0,0,PINK
HS200609-VI16,0,0,0,PINK
HS200609-VI17,0,0,0,PINK
HS200609-VI18,0,0,0,PINK
HS200609-VI19,0,0,0,PINK
HS200609-VI20,0,0,0,PINK
HS200622-DX01,14,3,17,PINK
HS200622-DX02,58,15,73,PINK
HS200622-DX03,1630,0,1630,PINK
HS200622-DX04,111,0,111,PINK
HS200622-DX05,489,0,489,PINK
HS200622-DX06,76,1,77,PINK
HS200622-EP01,0,1,1,PINK
HS200622-EP02,0,0,0,PINK
HS200622-EP03,0,0,0,PINK
HS200622-EP04,0,0,0,PINK
HS200622-EP05,0,0,0,PINK
HS200622-FI01,1,0,1,PINK
HS200622-FI02,27,1,28,PINK
HS200622-FI03,47,0,47,PINK
HS200622-FI04,10,1,11,PINK
HS200622-FI05,0,0,0,PINK
HS200622-FI06,0,0,0,PINK
HS200622-FI07,0,1,1,PINK
HS200622-H01,587,0,587,PINK
HS200622-H02,418,0,418,PINK
HS200622-H03,24,0,24,PINK
HS200622-H04,0,0,0,PINK
HS200622-H05,0,0,0,PINK
HS200622-H06,0,0,0,PINK
HS200622-JF01,7,1,8,PINK
HS200622-JF02,3,0,3,PINK
HS200622-JF03,0,0,0,PINK
HS200622-JF04,0,0,0,PINK
HS200622-JF05,0,0,0,PINK
HS200622-QCI01,0,0,0,PINK
HS200622-QCI02,0,0,0,PINK
HS200622-QCI03,0,0,0,PINK
HS200622-QCI04,0,0,0,PINK
HS200622-QCI05,0,0,0,PINK
HS200622-QCI06,0,1,1,PINK
HS200622-QCI07,0,0,0,PINK
HS200622-QCI09,0,0,0,PINK
HS200622-QCI10,0,0,0,PINK
HS200622-QCI11,0,0,0,PINK
HS200622-QCI12,0,0,0,PINK
HS200622-SEA01,2,1,3,PINK
HS200622-T01,113,0,113,PINK
HS200622-T02,72,0,72,PINK
HS200622-T03,71,0,71,PINK
HS200622-T04,5,0,5,PINK
HS200622-T05,1,0,1,PINK
HS200622-T06,0,0,0,PINK
HS200622-T07,0,0,0,PINK
HS200622-VI01,0,0,0,PINK
HS200622-VI02,0,0,0,PINK
HS200622-VI03,0,0,0,PINK
HS200622-VI04,0,0,0,PINK
HS200622-VI05,0,0,0,PINK
HS200622-VI06,0,0,0,PINK
HS200622-VI08,0,0,0,PINK
HS200622-VI09,0,0,0,PINK
HS200622-VI10,0,0,0,PINK
HS200622-VI11,0,2,2,PINK
HS200622-VI12,0,0,0,PINK
HS200631-EP05,0,0,0,PINK
HS200631-FI01,5,0,5,PINK
HS200631-FI02,8,0,8,PINK
HS200631-FI03,11,0,11,PINK
HS200631-FI04,10,0,10,PINK
HS200631-FI05,0,0,0,PINK
HS200631-FI06,42,0,42,PINK
HS200631-FI07,2,0,2,PINK
HS200631-H01,4,0,4,PINK
HS200631-H02,0,0,0,PINK
HS200631-H03,1,0,1,PINK
HS200631-H04,25,0,25,PINK
HS200631-H05,0,0,0,PINK
HS200631-IBC01,0,0,0,PINK
HS200631-IBC02,2,0,2,PINK
HS200631-IBC03,0,0,0,PINK
HS200631-IBC04,0,0,0,PINK
HS200631-IBC05,0,0,0,PINK
HS200631-IBC06,0,0,0,PINK
HS200631-IBC07,0,0,0,PINK
HS200631-IBC08,0,0,0,PINK
HS200631-IBC09,0,0,0,PINK
HS200631-IBC10,0,0,0,PINK
HS200631-IBC11,0,0,0,PINK
HS200631-IBC12,0,0,0,PINK
HS200631-ISEA01,0,0,0,PINK
HS200631-ISEA02,0,0,0,PINK
HS200631-ISEA03,0,0,0,PINK
HS200631-ISEA04,0,0,0,PINK
HS200631-ISEA05,0,0,0,PINK
HS200631-ISEA06,0,0,0,PINK
HS200631-ISEA07,0,0,0,PINK
HS200631-ISEA08,0,0,0,PINK
HS200631-ISEA09,0,0,0,PINK
HS200631-ISEA10,0,0,0,PINK
HS200631-ISEA11,0,0,0,PINK
HS200631-ISEA12,0,0,0,PINK
HS200631-ISEA13,0,0,0,PINK
HS200631-ISEA14,0,0,0,PINK
HS200631-ISEA15,5,0,5,PINK
HS200631-ISEA16,0,0,0,PINK
HS200631-ISEA17,21,0,21,PINK
HS200631-ISEA18,44,0,44,PINK
HS200631-ISEA19,2,0,2,PINK
HS200631-ISEA20,1,0,1,PINK
HS200631-ISEA21,0,0,0,PINK
HS200631-ISEA22,0,0,0,PINK
HS200631-ISEA23,4,0,4,PINK
HS200631-ISEA24,0,0,0,PINK
HS200631-ISEA25,0,0,0,PINK
HS200631-ISEA26,0,0,0,PINK
HS200631-ISEA27,0,0,0,PINK
HS200631-ISEA28,13,0,13,PINK
HS200631-ISEA29,3,0,3,PINK
HS200631-ISEA30,53,0,53,PINK
HS200631-ISEA31,23,0,23,PINK
HS200631-IVI01,0,0,0,PINK
HS200631-IVI02,0,0,0,PINK
HS200631-IVI03,0,0,0,PINK
HS200631-IVI05,0,0,0,PINK
HS200631-IVI06,0,0,0,PINK
HS200631-IVI07,0,0,0,PINK
HS200631-IVI08,0,0,0,PINK
HS200631-IVI09,0,0,0,PINK
HS200631-IVI10,0,0,0,PINK
HS200631-IVI11,0,0,0,PINK
HS200631-IVI12,0,0,0,PINK
HS200631-IVI13,0,0,0,PINK
HS200631-IVI14,0,0,0,PINK
HS200631-IVI15,0,0,0,PINK
HS200631-IVI16,0,0,0,PINK
HS200631-IVI17,0,0,0,PINK
HS200631-IVI18,0,0,0,PINK
HS200631-IVI19,0,0,0,PINK
HS200631-IVI20,0,0,0,PINK
HS200631-IVI21,0,0,0,PINK
HS200631-IVI22,0,0,0,PINK
HS200631-IVI23,0,0,0,PINK
HS200631-IVI24,0,0,0,PINK
HS200631-IVI25,0,0,0,PINK
HS200631-IVI26,0,0,0,PINK
HS200631-IVI27,0,0,0,PINK
HS200631-IVI28,0,0,0,PINK
HS200631-IVI29,0,0,0,PINK
HS200631-IVI30,0,0,0,PINK
HS200631-IVI31,0,0,0,PINK
HS200631-IVI32,0,0,0,PINK
HS200631-JF01,45,0,45,PINK
HS200631-JF02,27,0,27,PINK
HS200631-JF03,13,0,13,PINK
HS200631-JF04,13,0,13,PINK
HS200631-JF05,2,0,2,PINK
HS200631-SEA01,1,0,1,PINK
HS200631-SEA02,2,0,2,PINK
HS200631-SEA03,0,0,0,PINK
HS200631-SEA04,0,0,0,PINK
HS200631-SEA05,0,0,0,PINK
HS200631-SEA06,7,0,7,PINK
HS200631-SEA07,37,0,37,PINK
HS200631-T01,0,0,0,PINK
HS200631-T02,47,0,47,PINK
HS200631-T03,28,0,28,PINK
HS200631-T04,52,0,52,PINK
HS200631-T05,58,0,58,PINK
HS200631-T06,34,0,34,PINK
HS200631-T07,439,0,439,PINK
HS200631-VI01,0,0,0,PINK
HS200631-VI02,1,0,1,PINK
HS200631-VI03,286,0,286,PINK
HS200631-VI04,0,0,0,PINK
HS200631-VI05,1,0,1,PINK
HS200631-VI06,0,0,0,PINK
HS200631-VI07,0,0,0,PINK
HS200631-VI08,21,0,21,PINK
HS200631-VI09,0,0,0,PINK
HS200631-VI10,0,0,0,PINK
HS200631-VI11,0,0,0,PINK
HS200709-DE01,0,0,0,PINK
HS200709-DE02,0,0,0,PINK
HS200709-DE03,0,0,0,PINK
HS200709-DE04,0,0,0,PINK
HS200709-DE05,0,0,0,PINK
HS200709-EP01,0,0,0,PINK
HS200709-EP02,0,0,0,PINK
HS200709-EP03,0,0,0,PINK
HS200709-EP04,0,0,0,PINK
HS200709-EP05,0,0,0,PINK
HS200709-EP06,0,0,0,PINK
HS200709-H01,0,0,0,PINK
HS200709-H02,0,0,0,PINK
HS200709-H03,0,0,0,PINK
HS200709-H04,0,0,0,PINK
HS200709-H05,0,0,0,PINK
HS200709-H06,0,0,0,PINK
HS200709-IBC01,0,0,0,PINK
HS200709-IBC02,0,0,0,PINK
HS200709-IBC03,0,0,0,PINK
HS200709-IBC04,0,0,0,PINK
HS200709-IBC05,0,0,0,PINK
HS200709-IBC06,0,0,0,PINK
HS200709-IBC07,0,0,0,PINK
HS200709-IBC08,0,0,0,PINK
HS200709-IBC09,0,0,0,PINK
HS200709-IBC12,0,0,0,PINK
HS200709-IBC13,0,0,0,PINK
HS200709-IBC14,0,0,0,PINK
HS200709-IBC15,0,0,0,PINK
HS200709-IBC16,0,0,0,PINK
HS200709-IBC17,0,0,0,PINK
HS200709-IBC18,0,0,0,PINK
HS200709-IBC19,0,0,0,PINK
HS200709-IBC20,0,0,0,PINK
HS200709-IBC21,0,0,0,PINK
HS200709-ISEA01,0,0,0,PINK
HS200709-ISEA02,0,0,0,PINK
HS200709-ISEA03,0,0,0,PINK
HS200709-ISEA04,0,0,0,PINK
HS200709-ISEA05,0,0,0,PINK
HS200709-ISEA06,0,0,0,PINK
HS200709-ISEA07,0,0,0,PINK
HS200709-ISEA08,0,0,0,PINK
HS200709-ISEA09,0,0,0,PINK
HS200709-ISEA10,0,0,0,PINK
HS200709-ISEA11,0,0,0,PINK
HS200709-ISEA12,0,0,0,PINK
HS200709-ISEA13,0,0,0,PINK
HS200709-ISEA14,0,0,0,PINK
HS200709-ISEA15,0,0,0,PINK
HS200709-ISEA16,0,0,0,PINK
HS200709-ISEA17,0,0,0,PINK
HS200709-ISEA18,0,0,0,PINK
HS200709-ISEA19,0,0,0,PINK
HS200709-ISEA20,0,0,0,PINK
HS200709-ISEA21,0,0,0,PINK
HS200709-ISEA22,0,0,0,PINK
HS200709-ISEA23,0,0,0,PINK
HS200709-ISEA24,0,0,0,PINK
HS200709-ISEA25,0,0,0,PINK
HS200709-ISEA26,0,0,0,PINK
HS200709-ISEA27,0,0,0,PINK
HS200709-ISEA28,0,0,0,PINK
HS200709-ISEA29,0,0,0,PINK
HS200709-ISEA30,0,0,0,PINK
HS200709-ISEA31,0,0,0,PINK
HS200709-ISEA32,0,0,0,PINK
HS200709-ISEA33,0,0,0,PINK
HS200709-ISEA34,0,0,0,PINK
HS200709-ISEA35,0,0,0,PINK
HS200709-ISEA36,0,0,0,PINK
HS200709-ISEA37,0,0,0,PINK
HS200709-ISEA38,0,0,0,PINK
HS200709-ISEA39,0,0,0,PINK
HS200709-ISEA40,0,0,0,PINK
HS200709-ISEA41,0,0,0,PINK
HS200709-ISEA42,0,0,0,PINK
HS200709-ISEA43,0,0,0,PINK
HS200709-ISEA44,0,0,0,PINK
HS200709-ISEA45,0,0,0,PINK
HS200709-IVI01,0,0,0,PINK
HS200709-IVI02,0,0,0,PINK
HS200709-IVI03,0,0,0,PINK
HS200709-IVI04,0,0,0,PINK
HS200709-IVI05,0,0,0,PINK
HS200709-IVI06,0,0,0,PINK
HS200709-IVI07,0,0,0,PINK
HS200709-IVI08,0,0,0,PINK
HS200709-IVI09,0,0,0,PINK
HS200709-IVI10,0,0,0,PINK
HS200709-IVI11,0,0,0,PINK
HS200709-IVI12,0,0,0,PINK
HS200709-IVI13,0,0,0,PINK
HS200709-IVI14,0,0,0,PINK
HS200709-IVI15,0,0,0,PINK
HS200709-IVI16,0,0,0,PINK
HS200709-IVI17,0,0,0,PINK
HS200709-IVI18,0,0,0,PINK
HS200709-IVI19,0,0,0,PINK
HS200709-IVI20,0,0,0,PINK
HS200709-IVI21,0,0,0,PINK
HS200709-IVI22,0,0,0,PINK
HS200709-IVI23,0,0,0,PINK
HS200709-IVI24,0,0,0,PINK
HS200709-IVI25,0,0,0,PINK
HS200709-IVI26,0,0,0,PINK
HS200709-JF01,0,0,0,PINK
HS200709-JF02,0,0,0,PINK
HS200709-JF03,0,0,0,PINK
HS200709-JF04,0,0,0,PINK
HS200709-JF05,0,0,0,PINK
HS200709-VI01,0,0,0,PINK
HS200709-VI02,0,0,0,PINK
HS200709-VI03,0,0,0,PINK
HS200709-VI04,0,0,0,PINK
HS200709-VI05,0,0,0,PINK
HS200709-VI06,0,0,0,PINK
HS200742-B01,0,10,10,PINK
HS200742-B02,1,39,40,PINK
HS200742-B03,0,4,4,PINK
HS200742-B04,0,49,49,PINK
HS200742-B05,0,8,8,PINK
HS200742-B06,0,6,6,PINK
HS200742-B07,0,5,5,PINK
HS200742-B08,0,2,2,PINK
HS200742-DE01,2,9,11,PINK
HS200742-DE02,0,0,0,PINK
HS200742-DE03,0,5,5,PINK
HS200742-DE04,0,7,7,PINK
HS200742-DE05,0,17,17,PINK
HS200742-DE06,0,0,0,PINK
HS200742-EP01,0,0,0,PINK
HS200742-EP02,0,2,2,PINK
HS200742-EP03,0,7,7,PINK
HS200742-EP04,0,4,4,PINK
HS200742-EP05,0,2,2,PINK
HS200742-EP06,0,0,0,PINK
HS200742-EP07,0,0,0,PINK
HS200742-FI02,1,9,10,PINK
HS200742-FI03,0,34,34,PINK
HS200742-FI05,0,0,0,PINK
HS200742-FI06,2,8,10,PINK
HS200742-FI07,0,4,4,PINK
HS200742-FI08,0,24,24,PINK
HS200742-H01,37,0,37,PINK
HS200742-H02,0,0,0,PINK
HS200742-H03,1,1,2,PINK
HS200742-H04,1,0,1,PINK
HS200742-H05,0,0,0,PINK
HS200742-H06,0,0,0,PINK
HS200742-H07,0,0,0,PINK
HS200742-HS01,0,0,0,PINK
HS200742-HS03,0,0,0,PINK
HS200742-HS04,1,0,1,PINK
HS200742-HS05,0,0,0,PINK
HS200742-HS06,0,0,0,PINK
HS200742-IVI01,0,0,0,PINK
HS200742-IVI02,0,0,0,PINK
HS200742-IVI03,0,0,0,PINK
HS200742-IVI04,0,0,0,PINK
HS200742-IVI05,0,0,0,PINK
HS200742-IVI06,0,0,0,PINK
HS200742-IVI07,0,0,0,PINK
HS200742-JF01,0,0,0,PINK
HS200742-JF02,0,0,0,PINK
HS200742-JF03,0,0,0,PINK
HS200742-JF04,0,0,0,PINK
HS200742-JF05,0,0,0,PINK
HS200742-JF06,0,0,0,PINK
HS200742-JF07,0,0,0,PINK
HS200742-QCI01,0,4,4,PINK
HS200742-QCI02,0,2,2,PINK
HS200742-QCI03,0,0,0,PINK
HS200742-QCI04,0,2,2,PINK
HS200742-QCI05,0,0,0,PINK
HS200742-QCI06,0,0,0,PINK
HS200742-QCI07,0,1,1,PINK
HS200742-QCI09,0,0,0,PINK
HS200742-QCI10,0,1,1,PINK
HS200742-QCI11,0,0,0,PINK
HS200742-T01,0,0,0,PINK
HS200742-T02,6,0,6,PINK
HS200742-T03,1,0,1,PINK
HS200742-T04,0,0,0,PINK
HS200742-T05,0,2,2,PINK
HS200742-T06,0,0,0,PINK
HS200742-T07,0,0,0,PINK
HS200742-T08,0,1,1,PINK
HS200742-VI01,0,0,0,PINK
HS200742-VI02,0,0,0,PINK
HS200742-VI03,0,0,0,PINK
HS200742-VI04,0,3,3,PINK
HS200742-VI05,0,0,0,PINK
HS200742-VI06,0,5,5,PINK
HS200742-VI07,0,2,2,PINK
HS200742-VI08,0,1,1,PINK
HS200742-VI09,0,5,5,PINK
HS200742-VI10,0,4,4,PINK
HS200742-VI12,0,6,6,PINK
HS200742-VI13,0,0,0,PINK
HS200742-VI14,0,6,6,PINK
HS200742-VI15,0,6,6,PINK
HS200742-VI16,0,2,2,PINK
HS200742-VI17,0,3,3,PINK
HS200742-VI18,0,4,4,PINK
HS200742-VI19,0,0,0,PINK
HS200742-VI20,0,0,0,PINK
HS200742-VI22,0,4,4,PINK
HS200742-VI23,0,2,2,PINK
HS200742-VI24,0,1,1,PINK
HS200742-VI25,0,2,2,PINK
HS200742-VI26,0,1,1,PINK
HS200742-VI27,0,0,0,PINK
HS200742-VI28,0,6,6,PINK
HS200742-VI30,0,0,0,PINK
HS200742-VI31,0,0,0,PINK
HS200742-VI32,0,0,0,PINK
HS200742-VI33,0,0,0,PINK
HS200742-VI34,0,0,0,PINK
HS200765-IBC10,1,0,1,PINK
HS200765-IBC11,0,0,0,PINK
HS200765-IBC12,0,0,0,PINK
HS200765-IBC13,0,0,0,PINK
HS200765-IBC14,0,0,0,PINK
HS200765-IBC15,0,0,0,PINK
HS200765-IBC16,0,0,0,PINK
HS200765-IBC17,0,0,0,PINK
HS200765-IBC18,0,0,0,PINK
HS200765-IBC19,0,0,0,PINK
HS200765-IBC20,0,0,0,PINK
HS200765-IBC21,0,0,0,PINK
HS200765-IBC22,0,0,0,PINK
HS200765-IBC23,0,0,0,PINK
HS200765-IBC24,0,0,0,PINK
HS200765-IBC25,0,0,0,PINK
HS200765-IBC26,0,0,0,PINK
HS200765-IBC27,6,0,6,PINK
HS200765-IBC28,0,0,0,PINK
HS200765-IBC29,0,0,0,PINK
HS200765-DE01,102,0,102,PINK
HS200765-DE02,48,0,48,PINK
HS200765-DE03,32,0,32,PINK
HS200765-DE04,3,0,3,PINK
HS200765-DE05,14,0,14,PINK
HS200765-DE06,147,0,147,PINK
