UNIQUE_EVENT,n_JUV,n_AD,n_TOTAL,Species
HS200235-FI13,0,0,0,PINK
HS200235-H04,0,0,0,PINK
HS200235-H05,0,0,0,PINK
HS200235-H06,6,0,6,PINK
HS200235-H07,890,0,890,PINK
HS200235-H08,735,0,735,PINK
HS200235-HS01,15,0,15,PINK
HS200235-HS02,161,1,162,PINK
HS200235-HS03,50,0,50,PINK
HS200235-ISEA01,12,23,35,PINK
HS200235-ISEA02,36,29,65,PINK
HS200235-ISEA03,0,4,4,PINK
HS200235-ISEA04,0,1,1,PINK
HS200235-ISEA05,24,14,38,PINK
HS200235-ISEA06,37,9,46,PINK
HS200235-ISEA07,45,5,50,PINK
HS200235-T01,0,0,0,PINK
HS200235-T02,287,0,287,PINK
HS200235-T03,670,0,670,PINK
HS200235-T04,98,4,102,PINK
HS200235-T05,30,1,31,PINK
HS200235-T06,27,0,27,PINK
HS200235-T07,0,0,0,PINK
HS200235-T08,0,0,0,PINK
HS200235-T09,0,0,0,PINK
HS200235-T10,0,0,0,PINK
HS200235-T11,0,0,0,PINK
HS200235-T12,0,0,0,PINK
HS200235-T13,0,0,0,PINK
HS200235-VI01,7,0,7,PINK
HS200235-VI02,162,0,162,PINK
HS200235-VI03,0,0,0,PINK
HS200235-VI04,0,0,0,PINK
HS200235-VI05,0,0,0,PINK
HS200235-VI06,0,0,0,PINK
HS200235-VI07,0,0,0,PINK
HS200238-DE01,31,0,31,PINK
HS200238-DE03,11,0,11,PINK
HS200238-DE04,54,0,54,PINK
HS200238-DE05,4,0,4,PINK
HS200238-EP01,0,0,0,PINK
HS200238-EP02,0,0,0,PINK
HS200238-EP03,12,0,12,PINK
HS200238-EP04,1,0,1,PINK
HS200238-EP05,3,0,3,PINK
HS200238-EP06,0,0,0,PINK
HS200238-EP07,0,0,0,PINK
HS200238-EP08,0,0,0,PINK
HS200238-EP09,0,0,0,PINK
HS200238-EP10,0,0,0,PINK
HS200238-EP11,0,0,0,PINK
HS200238-EP12,0,0,0,PINK
HS200238-FI01,48,0,48,PINK
HS200238-FI02,2,0,2,PINK
HS200238-FI03,0,0,0,PINK
HS200238-FI04,0,0,0,PINK
HS200238-FI05,0,0,0,PINK
HS200238-FI07,0,0,0,PINK
HS200238-FI08,0,0,0,PINK
HS200238-FI09,0,0,0,PINK
HS200238-FI10,0,0,0,PINK
HS200238-FI11,0,0,0,PINK
HS200238-FI12,0,0,0,PINK
HS200238-FI13,0,0,0,PINK
HS200238-H01,24,0,24,PINK
HS200238-H02,8,0,8,PINK
HS200238-H03,53,0,53,PINK
HS200238-H04,68,0,68,PINK
HS200238-H05,395,0,395,PINK
HS200238-H06,27,0,27,PINK
HS200238-ISEA01,0,0,0,PINK
HS200238-ISEA02,0,0,0,PINK
HS200238-ISEA03,8,0,8,PINK
HS200238-ISEA04,2,0,2,PINK
HS200238-ISEA05,3,0,3,PINK
HS200238-ISEA06,211,0,211,PINK
HS200238-ISEA07,0,0,0,PINK
HS200238-ISEA08,17,0,17,PINK
HS200238-ISEA09,0,0,0,PINK
HS200238-ISEA10,0,0,0,PINK
HS200238-ISEA11,19,0,19,PINK
HS200238-ISEA12,33,0,33,PINK
HS200238-ISEA13,9,0,9,PINK
HS200238-ISEA14,3,0,3,PINK
HS200238-ISEA15,0,0,0,PINK
HS200238-ISEA16,0,0,0,PINK
HS200238-ISEA17,0,0,0,PINK
HS200238-ISEA18,0,0,0,PINK
HS200238-ISEA19,0,0,0,PINK
HS200238-ISEA20,0,0,0,PINK
HS200238-ISEA21,0,0,0,PINK
HS200238-ISEA22,0,0,0,PINK
HS200238-ISEA23,0,0,0,PINK
HS200238-ISEA24,0,0,0,PINK
HS200238-ISEA25,0,0,0,PINK
HS200238-ISEA26,0,0,0,PINK
HS200238-ISEA27,0,0,0,PINK
HS200238-ISEA28,5,0,5,PINK
HS200238-ISEA29,5,0,5,PINK
HS200238-ISEA30,0,0,0,PINK
HS200238-IVI01,0,0,0,PINK
HS200238-IVI02,0,0,0,PINK
HS200238-IVI03,0,0,0,PINK
HS200238-IVI04,0,0,0,PINK
HS200238-IVI05,0,0,0,PINK
HS200238-IVI06,1,0,1,PINK
HS200238-IVI07,1,0,1,PINK
HS200238-IVI08,0,0,0,PINK
HS200238-IVI09,0,0,0,PINK
HS200238-IVI10,0,0,0,PINK
HS200238-IVI11,0,0,0,PINK
HS200238-IVI12,0,0,0,PINK
HS200238-IVI13,0,0,0,PINK
HS200238-IVI14,0,0,0,PINK
HS200238-IVI15,0,0,0,PINK
HS200238-IVI16,0,0,0,PINK
HS200238-IVI17,0,0,0,PINK
HS200238-IVI18,0,0,0,PINK
HS200238-IVI19,0,0,0,PINK
HS200238-IVI20,0,0,0,PINK
HS200238-IVI21,14,0,14,PINK
HS200238-QCST01,0,0,0,PINK
HS200238-QCST02,2,0,2,PINK
HS200238-QCST03,0,0,0,PINK
HS200238-SEA01,8,0,8,PINK
HS200238-SEA02,1,0,1,PINK
HS200238-SEA03,15,0,15,PINK
HS200238-SEA04,1,0,1,PINK
HS200238-SEA05,2,0,2,PINK
HS200238-SEA06,13,0,13,PINK
HS200238-SEA07,0,0,0,PINK
HS200238-SEA08,0,0,0,PINK
HS200238-SEA09,0,0,0,PINK
HS200238-SEA10,1,0,1,PINK
HS200238-SEA11,1,0,1,PINK
HS200238-T01,6,0,6,PINK
HS200238-T02,64,0,64,PINK
HS200238-T03,191,0,191,PINK
HS200238-T04,87,0,87,PINK
HS200238-T05,12,0,12,PINK
HS200238-T06,340,0,340,PINK
HS200238-T07,15,0,15,PINK
HS200238-T08,0,0,0,PINK
HS200238-T09,0,0,0,PINK
HS200238-T10,0,0,0,PINK
HS200238-T11,0,0,0,PINK
HS200238-T12,0,0,0,PINK
HS200238-T13,0,0,0,PINK
HS200238-VI01,0,0,0,PINK
HS200238-VI02,0,0,0,PINK
HS200238-VI03,0,0,0,PINK
HS200238-VI04,86,0,86,PINK
HS200238-VI05,1,0,1,PINK
HS200238-VI06,0,0,0,PINK
HS200238-VI07,9,0,9,PINK
HS200238-VI08,33,0,33,PINK
HS200238-VI09,15,0,15,PINK
HS200304-DE01,9,0,9,PINK
HS200304-DE02,116,0,116,PINK
HS200304-DE03,15,0,15,PINK
HS200304-DE05,0,0,0,PINK
HS200304-DE06,1,0,1,PINK
HS200304-DE07,18,1,19,PINK
HS200304-EP01,0,0,0,PINK
HS200304-EP02,0,0,0,PINK
HS200304-EP03,4,0,4,PINK
HS200304-EP04,93,0,93,PINK
HS200304-EP05,0,0,0,PINK
HS200304-EP06,0,0,0,PINK
HS200304-EP07,0,0,0,PINK
HS200304-EP08,0,0,0,PINK
HS200304-EP09,0,0,0,PINK
HS200304-EP10,0,0,0,PINK
HS200304-EP11,0,0,0,PINK
HS200304-EP12,0,0,0,PINK
HS200304-FI01,0,0,0,PINK
HS200304-FI02,0,0,0,PINK
HS200304-FI03,0,0,0,PINK
HS200304-FI04,0,0,0,PINK
HS200304-FI06,0,0,0,PINK
HS200304-FI07,0,0,0,PINK
HS200304-FI08,0,0,0,PINK
HS200304-FI09,2,0,2,PINK
HS200304-FI10,0,0,0,PINK
HS200304-FI11,0,0,0,PINK
HS200304-FI12,0,0,0,PINK
HS200304-FI13,0,0,0,PINK
HS200304-HS01,0,0,0,PINK
HS200304-HS02,0,0,0,PINK
HS200304-HS03,0,0,0,PINK
HS200304-HS04,0,0,0,PINK
HS200304-HS05,0,0,0,PINK
HS200304-HS06,0,0,0,PINK
HS200304-HS07,0,0,0,PINK
HS200304-ISEA01,0,0,0,PINK
HS200304-ISEA02,0,0,0,PINK
HS200304-ISEA03,0,0,0,PINK
HS200304-IVI01,0,0,0,PINK
HS200304-IVI03,0,0,0,PINK
HS200304-IVI04,0,0,0,PINK
HS200304-IVI05,0,0,0,PINK
HS200304-IVI06,0,0,0,PINK
HS200304-IVI07,0,0,0,PINK
HS200304-IVI08,0,0,0,PINK
HS200304-IVI09,0,0,0,PINK
HS200304-IVI10,0,0,0,PINK
HS200304-IVI11,0,0,0,PINK
HS200304-IVI12,0,0,0,PINK
HS200304-IVI13,0,0,0,PINK
HS200304-IVI14,0,0,0,PINK
HS200304-IVI15,0,0,0,PINK
HS200304-IVI16,0,0,0,PINK
HS200304-T01,0,0,0,PINK
HS200304-T02,0,0,0,PINK
HS200304-T03,0,0,0,PINK
HS200304-T04,0,0,0,PINK
HS200304-T05,0,0,0,PINK
HS200304-T06,0,0,0,PINK
HS200304-T07,0,0,0,PINK
HS200304-T08,0,0,0,PINK
HS200304-T09,0,0,0,PINK
HS200304-T10,94,0,94,PINK
HS200304-T11,3,0,3,PINK
HS200304-T12,0,0,0,PINK
HS200304-VI01,0,0,0,PINK
HS200304-VI02,0,0,0,PINK
HS200304-VI03,2,0,2,PINK
HS200304-VI04,13,0,13,PINK
HS200304-VI05,9,0,9,PINK
HS200313-EP02,0,0,0,PINK
HS200313-EP03,0,0,0,PINK
HS200313-EP04,0,0,0,PINK
HS200313-EP05,0,0,0,PINK
HS200313-EP06,0,1,1,PINK
HS200313-EP07,0,2,2,PINK
HS200313-EP08,0,2,2,PINK
HS200313-EP09,0,1,1,PINK
HS200313-EP10,0,2,2,PINK
HS200313-EP11,0,0,0,PINK
HS200313-EP12,0,0,0,PINK
HS200313-IVI01,0,0,0,PINK
HS200313-IVI02,0,0,0,PINK
HS200313-IVI03,0,0,0,PINK
HS200313-IVI04,0,0,0,PINK
HS200313-VI01,0,0,0,PINK
HS200313-VI02,0,0,0,PINK
HS200313-VI03,0,0,0,PINK
HS200313-VI04,0,0,0,PINK
HS200313-VI05,0,0,0,PINK
HS200316-109-1,121,1,122,PINK
HS200316-109-2,46,0,46,PINK
HS200316-109-3,0,0,0,PINK
HS200316-109-4,0,0,0,PINK
HS200316-109-8,0,0,0,PINK
HS200336-DE01,465,0,465,PINK
HS200336-DE02,82,0,82,PINK
HS200336-DE03,55,0,55,PINK
HS200336-DE04,117,0,117,PINK
HS200336-DE05,30,0,30,PINK
HS200336-DE06,5,0,5,PINK
HS200336-DE07,1,0,1,PINK
HS200336-DE08,0,0,0,PINK
HS200336-FI01,1,0,1,PINK
HS200336-FI02,1,0,1,PINK
HS200336-FI03,0,0,0,PINK
HS200336-FI05,0,0,0,PINK
HS200336-FI06,0,0,0,PINK
HS200336-FI07,0,0,0,PINK
HS200336-HS01,370,0,370,PINK
HS200336-HS02,14,0,14,PINK
HS200336-HS03,7,0,7,PINK
HS200336-IBC01,16,0,16,PINK
HS200336-IBC02,15,0,15,PINK
HS200336-IBC03,1,0,1,PINK
HS200336-IBC04,10,0,10,PINK
HS200336-IBC05,3,0,3,PINK
HS200336-IBC06,1,0,1,PINK
HS200336-IBC07,20,0,20,PINK
HS200336-IBC08,7,0,7,PINK
HS200336-IBC09,0,0,0,PINK
HS200336-IBC10,0,0,0,PINK
HS200336-IBC11,53,0,53,PINK
HS200336-IBC12,21,1,22,PINK
HS200336-IBC13,2,0,2,PINK
HS200336-IBC14,0,0,0,PINK
HS200336-IBC15,6,0,6,PINK
HS200336-IBC16,15,0,15,PINK
HS200336-IBC17,11,0,11,PINK
HS200336-IBC18,14,0,14,PINK
HS200336-IBC19,19,0,19,PINK
HS200336-ISEA01,18,0,18,PINK
HS200336-ISEA02,0,0,0,PINK
HS200336-ISEA03,0,0,0,PINK
HS200336-ISEA04,0,0,0,PINK
HS200336-ISEA05,0,0,0,PINK
HS200336-ISEA06,0,0,0,PINK
HS200336-ISEA07,0,0,0,PINK
HS200336-ISEA08,16,0,16,PINK
HS200336-ISEA09,4,0,4,PINK
HS200336-ISEA10,2,0,2,PINK
HS200336-ISEA11,14,0,14,PINK
HS200336-ISEA12,8,0,8,PINK
HS200336-ISEA13,0,0,0,PINK
HS200336-ISEA14,0,0,0,PINK
HS200336-ISEA15,35,0,35,PINK
HS200336-ISEA16,6,0,6,PINK
HS200336-ISEA17,14,0,14,PINK
HS200336-ISEA18,28,0,28,PINK
HS200336-ISEA19,32,0,32,PINK
HS200336-ISEA20,7,0,7,PINK
HS200336-ISEA21,5,0,5,PINK
HS200336-ISEA22,0,0,0,PINK
HS200336-ISEA23,4,0,4,PINK
HS200336-ISEA24,11,0,11,PINK
HS200336-ISEA25,66,0,66,PINK
HS200336-IVI01,0,0,0,PINK
HS200336-IVI02,0,0,0,PINK
HS200336-IVI03,0,0,0,PINK
HS200336-IVI04,0,0,0,PINK
HS200336-IVI05,0,0,0,PINK
HS200336-IVI06,0,0,0,PINK
HS200336-IVI08,0,0,0,PINK
HS200336-IVI09,0,0,0,PINK
HS200336-IVI10,0,0,0,PINK
HS200336-IVI11,0,0,0,PINK
HS200336-IVI12,0,0,0,PINK
HS200336-IVI13,0,0,0,PINK
HS200336-IVI14,0,0,0,PINK
HS200336-IVI15,0,0,0,PINK
HS200336-IVI16,0,0,0,PINK
HS200336-IVI17,0,0,0,PINK
HS200336-IVI18,0,0,0,PINK
HS200336-IVI19,0,0,0,PINK
HS200336-IVI20,0,0,0,PINK
HS200336-T01,3,0,3,PINK
HS200336-T02,0,0,0,PINK
HS200336-T03,0,0,0,PINK
HS200336-T04,1,0,1,PINK
HS200336-T05,1,0,1,PINK
HS200336-T06,0,0,0,PINK
HS200336-T07,0,0,0,PINK
HS200336-VI01,0,0,0,PINK
HS200336-VI02,0,0,0,PINK
HS200336-VI04,2,0,2,PINK
HS200336-VI05,5,0,5,PINK
HS200336-VI06,5,0,5,PINK
HS200336-VI07,2,0,2,PINK
HS200403-DE01,0,0,0,PINK
HS200403-DE02,0,0,0,PINK
HS200403-DE03,0,0,0,PINK
HS200403-DE04,0,0,0,PINK
HS200403-DE05,0,0,0,PINK
HS200403-DE06,0,0,0,PINK
HS200403-EP01,0,0,0,PINK
HS200403-EP02,0,0,0,PINK
HS200403-EP03,0,0,0,PINK
HS200403-EP04,0,0,0,PINK
HS200403-EP05,0,0,0,PINK
HS200403-EP06,0,0,0,PINK
HS200403-FI01,0,0,0,PINK
HS200403-FI02,0,0,0,PINK
HS200403-FI03,0,0,0,PINK
HS200403-FI04,0,0,0,PINK
HS200403-ISEA01,0,0,0,PINK
HS200403-ISEA02,0,0,0,PINK
HS200403-ISEA03,0,0,0,PINK
HS200403-ISEA04,0,0,0,PINK
HS200403-ISEA05,0,0,0,PINK
HS200403-ISEA06,0,0,0,PINK
HS200403-ISEA07,0,0,0,PINK
HS200403-ISEA08,0,0,0,PINK
HS200403-ISEA09,0,0,0,PINK
HS200403-ISEA10,0,0,0,PINK
HS200403-ISEA11,0,0,0,PINK
HS200403-ISEA12,0,0,0,PINK
HS200403-ISEA13,0,0,0,PINK
HS200403-ISEA14,0,0,0,PINK
HS200403-ISEA15,0,0,0,PINK
HS200403-IVI01,0,0,0,PINK
HS200403-IVI02,0,0,0,PINK
HS200403-IVI03,0,0,0,PINK
HS200403-IVI04,0,0,0,PINK
HS200403-IVI05,0,0,0,PINK
HS200403-IVI06,0,0,0,PINK
HS200403-IVI07,0,0,0,PINK
HS200403-IVI08,0,0,0,PINK
HS200403-IVI09,0,0,0,PINK
HS200403-IVI10,0,0,0,PINK
HS200403-IVI11,0,0,0,PINK
HS200403-IVI12,0,0,0,PINK
HS200403-IVI13,0,0,0,PINK
HS200403-IVI14,0,0,0,PINK
HS200403-IVI15,0,0,0,PINK
HS200403-SEA01,0,0,0,PINK
HS200403-SEA02,0,0,0,PINK
HS200403-SEA03,0,0,0,PINK
HS200403-SEA04,0,0,0,PINK
HS200403-T01,0,0,0,PINK
HS200403-T02,0,0,0,PINK
HS200403-T03,0,0,0,PINK
HS200403-T04,0,0,0,PINK
HS200403-T05,0,0,0,PINK
HS200403-T06,0,0,0,PINK
HS200403-T07,0,0,0,PINK
HS200403-VI01,0,0,0,PINK
HS200403-VI02,0,0,0,PINK
HS200403-VI03,0,0,0,PINK
HS200403-VI04,0,0,0,PINK
HS200403-VI05,0,0,0,PINK
HS200403-VI06,0,0,0,PINK
HS200417-DE01,173,0,173,PINK
HS200417-DE02,23,0,23,PINK
HS200417-DE03,3,3,6,PINK
HS200417-DE04,14,0,14,PINK
HS200417-DE05,0,7,7,PINK
HS200417-DE06,0,17,17,PINK
HS200417-EP01,0,0,0,PINK
HS200417-EP02,0,0,0,PINK
HS200417-EP03,0,0,0,PINK
HS200417-EP04,0,0,0,PINK
HS200417-EP05,0,4,4,PINK
HS200417-EP06,0,2,2,PINK
HS200417-FI01,49,0,49,PINK
HS200417-FI02,10,0,10,PINK
HS200417-FI03,8,0,8,PINK
HS200417-FI04,42,3,45,PINK
HS200417-FI05,0,4,4,PINK
HS200417-FI06,1,2,3,PINK
HS200417-FI07,0,1,1,PINK
HS200417-H01,310,0,310,PINK
HS200417-H02,196,0,196,PINK
HS200417-H03,4,0,4,PINK
HS200417-H04,3,0,3,PINK
HS200417-H05,7,0,7,PINK
HS200417-IVI01,0,0,0,PINK
HS200417-IVI02,0,0,0,PINK
HS200417-IVI03,0,0,0,PINK
HS200417-IVI04,0,0,0,PINK
HS200417-IVI05,0,0,0,PINK
HS200417-IVI06,0,0,0,PINK
HS200417-IVI07,0,0,0,PINK
HS200417-IVI09,0,0,0,PINK
HS200417-IVI10,0,0,0,PINK
HS200417-T01,533,0,533,PINK
HS200417-T02,1878,0,1878,PINK
HS200417-T03,134,0,134,PINK
HS200417-T04,0,0,0,PINK
HS200417-T05,0,0,0,PINK
HS200417-T06,0,0,0,PINK
HS200417-T07,0,0,0,PINK
HS200417-VI01,0,0,0,PINK
HS200417-VI03,0,0,0,PINK
HS200417-VI04,0,1,1,PINK
HS200417-VI05,0,0,0,PINK
HS200432-DE01,26,0,26,PINK
HS200432-DE02,1,0,1,PINK
HS200432-DE03,0,0,0,PINK
HS200432-DE04,0,0,0,PINK
HS200432-DE05,1,0,1,PINK
HS200432-DE06,12,0,12,PINK
HS200432-FI01,17,0,17,PINK
HS200432-FI02,0,0,0,PINK
HS200432-FI03,0,0,0,PINK
HS200432-GS01,0,0,0,PINK
HS200432-GS02,1,0,1,PINK
HS200432-GS03,0,0,0,PINK
HS200432-GS04,0,0,0,PINK
HS200432-GS05,0,0,0,PINK
HS200432-GS06,0,0,0,PINK
HS200432-GS07,0,0,0,PINK
HS200432-H01,0,0,0,PINK
HS200432-H02,0,0,0,PINK
HS200432-H03,2,0,2,PINK
HS200432-H04,3,0,3,PINK
HS200432-H05,66,0,66,PINK
HS200432-H06,64,0,64,PINK
HS200432-H07,0,0,0,PINK
HS200432-HS01,13,0,13,PINK
HS200432-IBC01,0,0,0,PINK
HS200432-IBC02,0,0,0,PINK
HS200432-IBC03,4,0,4,PINK
HS200432-IBC04,1,0,1,PINK
HS200432-IBC05,1,0,1,PINK
HS200432-IBC06,15,0,15,PINK
HS200432-IBC07,17,0,17,PINK
HS200432-ISEA01,0,0,0,PINK
HS200432-ISEA02,0,0,0,PINK
HS200432-ISEA03,0,0,0,PINK
HS200432-ISEA04,0,0,0,PINK
HS200432-ISEA05,0,0,0,PINK
HS200432-ISEA06,0,0,0,PINK
HS200432-ISEA07,0,0,0,PINK
HS200432-ISEA08,1,0,1,PINK
HS200432-ISEA09,0,0,0,PINK
HS200432-ISEA10,0,0,0,PINK
HS200432-ISEA11,0,0,0,PINK
HS200432-ISEA12,0,0,0,PINK
HS200432-ISEA13,2,0,2,PINK
HS200432-ISEA14,0,0,0,PINK
HS200432-ISEA15,2,0,2,PINK
HS200432-ISEA16,0,0,0,PINK
HS200432-ISEA17,1,0,1,PINK
HS200432-ISEA18,1,0,1,PINK
HS200432-ISEA19,0,0,0,PINK
HS200432-ISEA20,0,0,0,PINK
HS200432-ISEA21,0,0,0,PINK
HS200432-ISEA22,0,0,0,PINK
HS200432-ISEA23,0,0,0,PINK
HS200432-ISEA24,1,0,1,PINK
HS200432-ISEA25,0,0,0,PINK
HS200432-ISEA26,0,0,0,PINK
HS200432-ISEA27,0,0,0,PINK
HS200432-ISEA28,0,0,0,PINK
HS200432-ISEA29,3,0,3,PINK
HS200432-ISEA30,0,0,0,PINK
HS200432-ISEA31,0,0,0,PINK
HS200432-ISEA32,1,0,1,PINK
HS200432-ISEA33,0,0,0,PINK
HS200432-ISEA34,0,0,0,PINK
HS200432-ISEA35,0,0,0,PINK
HS200432-ISEA36,1,0,1,PINK
HS200432-ISEA37,0,0,0,PINK
HS200432-ISEA38,0,0,0,PINK
HS200432-ISEA39,0,0,0,PINK
HS200432-ISEA40,1,0,1,PINK
HS200432-ISEA41,0,0,0,PINK
HS200432-ISEA43,1,0,1,PINK
HS200432-ISEA44,1,0,1,PINK
HS200432-ISEA45,0,0,0,PINK
HS200432-ISEA46,0,0,0,PINK
HS200432-ISEA47,1,0,1,PINK
HS200432-ISEA48,0,0,0,PINK
HS200432-ISEA49,2,0,2,PINK
HS200432-ISEA50,0,0,0,PINK
HS200432-IVI01,0,0,0,PINK
HS200432-IVI02,0,0,0,PINK
HS200432-IVI03,0,0,0,PINK
HS200432-IVI04,0,0,0,PINK
HS200432-IVI05,0,0,0,PINK
HS200432-IVI06,0,0,0,PINK
HS200432-IVI07,0,0,0,PINK
HS200432-IVI08,0,0,0,PINK
HS200432-IVI09,0,0,0,PINK
HS200432-IVI10,0,0,0,PINK
HS200432-IVI11,0,0,0,PINK
HS200432-IVI12,0,0,0,PINK
HS200432-IVI13,0,0,0,PINK
HS200432-IVI14,0,0,0,PINK
HS200432-IVI15,0,0,0,PINK
HS200432-IVI16,0,0,0,PINK
HS200432-QCSD01,0,0,0,PINK
HS200432-T01,2,0,2,PINK
HS200432-T02,0,0,0,PINK
HS200432-T03,0,0,0,PINK
HS200432-T04,59,0,59,PINK
HS200432-T05,15,0,15,PINK
HS200432-T06,1,0,1,PINK
HS200432-T07,0,0,0,PINK
HS200432-T08,0,0,0,PINK
HS200432-T09,0,0,0,PINK
HS200432-VI01,0,0,0,PINK
HS200432-VI02,2,0,2,PINK
HS200432-VI03,0,0,0,PINK
HS200432-VI04,0,0,0,PINK
HS200432-VI05,0,0,0,PINK
HS200432-VI06,0,0,0,PINK
HS200432-VI07,0,0,0,PINK
HS200432-VI08,0,0,0,PINK
HS200432-VI09,0,0,0,PINK
HS200432-VI11,0,0,0,PINK
HS200432-VI12,0,0,0,PINK
HS200432-VI13,0,0,0,PINK
HS200432-VI14,0,0,0,PINK
HS200432-VI15,0,0,0,PINK
HS200432-VI16,0,0,0,PINK
HS200432-VI17,0,0,0,PINK
HS200432-VI18,9,0,9,PINK
HS200432-VI19,3,0,3,PINK
HS200432-VI20,0,0,0,PINK
HS200432-VI21,0,0,0,PINK
HS200503-DE01,0,0,0,PINK
HS200503-DE02,0,0,0,PINK
HS200503-DE03,0,0,0,PINK
HS200503-DE04,0,0,0,PINK
HS200503-DE05,0,0,0,PINK
HS200503-DE06,0,0,0,PINK
HS200503-EP01,0,0,0,PINK
HS200503-EP02,0,1,1,PINK
HS200503-EP03,0,0,0,PINK
HS200503-EP04,0,1,1,PINK
HS200503-FI01,0,0,0,PINK
HS200503-FI02,0,0,0,PINK
HS200503-FI03,0,0,0,PINK
HS200503-FI04,0,0,0,PINK
HS200503-FI05,0,0,0,PINK
HS200503-FI06,0,0,0,PINK
HS200503-FI07,0,0,0,PINK
HS200503-FI08,0,0,0,PINK
HS200503-H02,0,0,0,PINK
HS200503-H04,0,0,0,PINK
HS200503-H05,0,0,0,PINK
HS200503-H06,0,0,0,PINK
HS200503-H07,0,0,0,PINK
HS200503-H08,0,0,0,PINK
HS200503-IBC01,0,0,0,PINK
HS200503-IBC02,0,0,0,PINK
HS200503-IBC03,0,0,0,PINK
HS200503-IBC04,0,0,0,PINK
HS200503-IBC05,0,0,0,PINK
HS200503-IBC06,0,0,0,PINK
HS200503-IBC07,0,0,0,PINK
HS200503-IBC08,0,0,0,PINK
HS200503-IBC09,0,0,0,PINK
HS200503-IBC10,0,0,0,PINK
HS200503-IBC11,0,0,0,PINK
HS200503-IBC12,0,0,0,PINK
HS200503-IBC13,0,0,0,PINK
HS200503-IBC14,0,0,0,PINK
HS200503-IBC15,0,0,0,PINK
HS200503-IBC16,0,0,0,PINK
HS200503-IBC17,0,0,0,PINK
HS200503-IBC18,0,0,0,PINK
HS200503-IBC19,0,0,0,PINK
HS200503-IBC20,0,0,0,PINK
HS200503-IBC21,0,0,0,PINK
HS200503-IBC22,0,0,0,PINK
HS200503-IBC24,0,0,0,PINK
HS200503-IBC25,0,0,0,PINK
HS200503-IBC26,0,0,0,PINK
HS200503-ISEA01,0,0,0,PINK
HS200503-ISEA02,0,0,0,PINK
HS200503-ISEA03,0,0,0,PINK
HS200503-ISEA04,0,0,0,PINK
HS200503-ISEA05,0,0,0,PINK
HS200503-ISEA06,0,0,0,PINK
HS200503-ISEA07,0,0,0,PINK
HS200503-ISEA08,0,0,0,PINK
HS200503-ISEA09,0,0,0,PINK
HS200503-ISEA10,0,0,0,PINK
HS200503-ISEA11,0,0,0,PINK
HS200503-ISEA12,0,0,0,PINK
HS200503-ISEA13,0,0,0,PINK
HS200503-ISEA14,0,0,0,PINK
HS200503-ISEA15,0,0,0,PINK
HS200503-ISEA17,0,0,0,PINK
HS200503-ISEA18,0,0,0,PINK
HS200503-ISEA19,0,0,0,PINK
HS200503-ISEA20,0,0,0,PINK
HS200503-ISEA21,0,0,0,PINK
HS200503-ISEA22,0,0,0,PINK
HS200503-ISEA23,0,0,0,PINK
HS200503-ISEA24,0,0,0,PINK
HS200503-ISEA25,0,0,0,PINK
HS200503-IVI01,0,0,0,PINK
HS200503-IVI02,0,0,0,PINK
HS200503-IVI03,0,0,0,PINK
HS200503-IVI04,0,0,0,PINK
HS200503-IVI05,0,0,0,PINK
HS200503-IVI06,0,0,0,PINK
HS200503-IVI07,0,0,0,PINK
HS200503-IVI08,0,0,0,PINK
HS200503-IVI09,0,0,0,PINK
HS200503-IVI10,0,0,0,PINK
HS200503-IVI11,0,0,0,PINK
HS200503-IVI12,0,0,0,PINK
HS200503-IVI13,0,0,0,PINK
HS200503-IVI14,0,0,0,PINK
HS200503-IVI15,0,0,0,PINK
HS200503-IVI16,0,0,0,PINK
HS200503-QCI01,0,0,0,PINK
HS200503-VI17,0,0,0,PINK
HS200503-VI18,0,0,0,PINK
HS200503-VI19,0,0,0,PINK
HS200503-VI20,0,0,0,PINK
HS200503-QCI02,0,0,0,PINK
HS200503-QCI03,0,0,0,PINK
HS200503-QCI05,0,0,0,PINK
HS200503-QCI06,0,0,0,PINK
HS200503-QCI07,0,0,0,PINK
HS200503-QCI08,0,0,0,PINK
HS200503-T01,0,0,0,PINK
HS200503-T02,0,0,0,PINK
HS200503-T03,0,0,0,PINK
HS200503-T04,0,0,0,PINK
HS200503-T05,0,0,0,PINK
HS200503-T06,0,0,0,PINK
HS200503-T07,0,0,0,PINK
HS200503-VI01,0,0,0,PINK
HS200503-VI02,0,0,0,PINK
HS200503-VI03,0,0,0,PINK
HS200503-VI04,0,0,0,PINK
HS200503-VI05,0,0,0,PINK
HS200503-VI06,0,0,0,PINK
HS200503-VI07,0,0,0,PINK
HS200503-VI08,0,0,0,PINK
HS200503-VI09,0,0,0,PINK
HS200503-VI10,0,0,0,PINK
HS200503-VI11,0,0,0,PINK
HS200503-VI12,0,0,0,PINK
HS200503-VI13,0,1,1,PINK
HS200503-VI14,0,0,0,PINK
HS200503-VI16,0,0,0,PINK
HS200517-DE01,13,10,23,PINK
HS200517-DE02,31,0,31,PINK
HS200517-DE03,5,1,6,PINK
HS200517-DE04,310,16,326,PINK
HS200517-DE05,0,5,5,PINK
HS200517-DE06,0,7,7,PINK
HS200517-EP01,0,3,3,PINK
HS200517-EP02,0,0,0,PINK
HS200517-EP03,0,0,0,PINK
HS200517-EP04,0,0,0,PINK
HS200517-EP05,0,0,0,PINK
HS200517-EP06,0,0,0,PINK
